number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
6273,org.glassfish.web:javax.servlet.jsp.jstl:1.2.5,1,10805,14798,0
6274,io.ktor:ktor-server-core:1.5.1,1,0,0,0
6275,org.noear:nami:1.3.5,1,651,163,0
6276,com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.12.1,1,326,370,0
6277,org.springframework.boot:spring-boot-starter-tomcat:2.1.7.RELEASE,1,25,0,0
6278,com.nepxion:discovery-plugin-framework-consul:3.17.0,1,35,27,0
6279,org.mongodb:mongodb-driver-core:3.9.1,1,2220,6404,0
6280,software.amazon.awssdk:protocol-core:2.13.75,1,73,193,0
6281,net.mindengine:galen:1.6.4,1,6478,2153,0
6282,io.trino:trino-base-jdbc:354,1,1558,2011,0
6283,org.jboss.errai:errai-security-client:4.11.0.Final,1,44,135,0
6284,io.grpc:grpc-netty:1.32.1,1,580,1203,0
6285,org.netbeans.modules:org-netbeans-modules-masterfs:RELEASE121,1,454,966,0
6286,org.netbeans.modules:org-netbeans-modules-masterfs:RELEASE123,1,607,966,0
6287,io.trino:trino-base-jdbc:353,1,2043,2003,0
6288,org.netbeans.modules:org-netbeans-modules-masterfs:RELEASE122,1,895,966,0
6289,com.github.fommil.netlib:netlib-native_system-win-x86_64:1.1,1,0,0,0
6290,org.wso2.carbon.registry:org.wso2.carbon.registry.servlet:4.7.24,1,0,0,0
6291,de.jflex:jflex:1.6.0,1,0,0,0
6292,de.adorsys:datasafe-storage-impl-db:1.0.3,1,3733,71,0
6293,io.micronaut:micronaut-inject:2.1.3,1,3604,4277,0
6294,io.micronaut:micronaut-inject:2.1.4,1,1795,4292,0
6295,org.webjars.npm:string-natural-compare:2.0.3,1,31,0,0
6296,org.codehaus.plexus:plexus-container-default:1.6,1,0,0,0
6297,ca.uhn.hapi:hapi-structures-v23:2.1,1,3842,24057,0
6298,io.vertx:vertx-kafka-client:3.9.5,1,407,1754,0
6299,org.netbeans.api:org-netbeans-modules-refactoring-api:RELEASE123,1,867,1374,0
6300,org.netbeans.api:org-netbeans-modules-refactoring-api:RELEASE122,1,542,1366,0
6301,org.netbeans.api:org-netbeans-modules-refactoring-api:RELEASE121,1,560,1366,0
6302,org.eclipse.equinox:org.eclipse.equinox.http.helper:1.1.0.wso2v1,1,0,0,0
6303,com.outr:scribe_2.12:3.1.7,1,759,4045,0
6304,com.buschmais.xo:xo.api:0.7.0,1,28,116,0
6305,org.springframework:spring-context-support:5.2.2.RELEASE,1,429,909,0
6306,org.apache.jclouds:jclouds-compute:2.3.0,1,1649,2513,0
6307,org.dkpro.core:dkpro-core-api-semantics-asl:2.2.0,1,40,70,0
6308,org.testng:testng:7.0.0,1,2428,4858,0
6309,org.eclipse.xtext:org.eclipse.xtext:2.9.0.beta6,1,6074,11435,0
6310,net.databinder:dispatch-json_2.8.2:0.7.8,1,275,738,0
6311,io.mantisrx:mantis-discovery-proto:1.2.8,1,41,55,0
6312,com.sun.xml.messaging.saaj:saaj-impl:1.4.0-b03,1,0,0,0
6313,io.netty:netty-common:4.0.40.Final,1,1005,2553,0
6314,io.quarkus:quarkus-bootstrap-maven-resolver:1.7.2.Final,1,205,411,0
6315,com.daml:daml-lf-value-java-proto:1.11.0-snapshot.20210224.6385.0.dba114a2,1,521,2209,0
6316,io.netty:netty-handler-proxy:4.1.42.Final,1,66,99,0
6317,com.github.scribejava:scribejava-core:3.3.0,1,159,360,0
6318,io.netty:netty-codec-socks:4.1.51.Final,1,152,410,0
6319,org.springframework:spring-expression:5.0.6.RELEASE,1,698,1064,0
6320,com.vladsch.flexmark:flexmark-ext-escaped-character:0.50.40,1,22,38,0
6321,com.unboundid:unboundid-ldapsdk:3.2.0,1,6648,7672,0
6322,ai.tock:tock-translator-core:20.9.3,1,222,419,0
6323,org.netbeans.api:org-netbeans-modules-xml-schema-model:RELEASE123,1,362,1941,0
6324,org.netbeans.api:org-netbeans-modules-xml-schema-model:RELEASE121,1,426,1941,0
6325,org.typelevel:cats-testkit-scalatest_2.13:2.1.1,1,34,62,0
6326,io.github.petertrr:kotlin-multiplatform-diff-js:0.1.0,1,2701,0,0
6327,org.typelevel:cats-core_2.13:2.1.0,1,12592,51612,0
6328,org.apache.maven:maven-artifact:2.0.7,1,207,456,0
6329,org.apache.shiro:shiro-config-core:1.4.0,1,75,77,0
6330,org.apache.maven:maven-artifact:2.0.8,1,282,457,0
6331,com.vladsch.flexmark:flexmark-util:0.62.2,1,18,0,0
6332,org.apache.opennlp:opennlp-tools:1.6.0,1,0,0,0
6333,org.typelevel:cats-core_2.13:2.1.1,1,0,0,0
6334,org.apache.maven:maven-artifact:2.0.4,1,141,447,0
6335,org.apache.maven.wagon:wagon-provider-api:2.12,1,147,366,0
6336,io.netty:netty-codec-http2:4.1.53.Final,1,1198,2627,0
6337,com.github.andyglow:scala-jsonschema-parser_2.11:0.7.1,1,4616,405,0
6338,org.glassfish.jersey.test-framework:jersey-test-framework-core:2.32,1,750,168,0
6339,org.apache.shiro:shiro-config-core:1.4.2,1,37,77,0
6340,org.neo4j:neo4j-cypher-compiler-2.3:2.3.8,1,7246,40046,0
6341,org.seleniumhq.selenium:selenium-firefox-driver:3.141.59,1,370,439,0
6342,com.vladsch.flexmark:flexmark-ext-jekyll-front-matter:0.50.40,1,24,63,0
6343,org.wildfly.security:wildfly-elytron-ssl:1.10.4.Final,1,386,1241,0
6344,org.apache.lucene:lucene-memory:8.5.1,1,137,212,0
6345,io.dropwizard:dropwizard-util:2.0.8,1,77,172,0
6346,org.kie.soup:kie-soup-maven-support:7.50.0.Final,1,33,69,0
6347,top.klw8.alita:alita-service-api:0.3.0,1,47,134,0
6348,io.netty:netty-codec-socks:4.1.52.Final,1,155,410,0
6349,com.gitlab.cdc-java.util:cdc-util-core:0.6.0,1,777,1281,0
6350,org.hibernate:hibernate-graalvm:5.4.26.Final,1,28,6,0
6351,io.lettuce:lettuce-core:5.3.3.RELEASE,1,3927,15152,0
6352,org.springframework:spring-websocket:4.3.21.RELEASE,1,508,1766,0
6353,com.google.collections:google-collections:1.0,1,958,4074,0
6354,net.sf.okapi.filters:okapi-filter-xini:1.41.0,1,0,0,0
6355,org.springframework:spring-core:4.1.5.RELEASE,1,3235,4753,0
6356,org.wso2.carbon:org.wso2.carbon.user.api:4.5.3,1,0,0,0
6357,org.apache.geronimo.components.wso2:geronimo-connector:2.0.1.wso2v1,1,0,0,0
6358,software.amazon.awscdk:route53-targets:1.72.0,1,41,49,0
6359,io.fluidsonic.raptor:raptor-ktor-test-jvm:0.9.3-kotlin-1.5,1,3371,21,0
6360,cn.stylefeng.roses:db-api:7.0.1,1,125,125,0
6361,org.eclipse.jetty:jetty-http:9.0.4.v20130625,1,660,444,0
6362,org.apache.camel:camel-core-languages:3.4.4,1,167,449,0
6363,org.apache.hadoop:hadoop-yarn-server-web-proxy:2.8.5,1,91,87,0
6364,org.scala-native:test-interface_native0.4_2.11:0.4.0,1,264,651,0
6365,org.apache.httpcomponents:httpclient:4.4,1,1863,2970,0
6366,org.n52.arctic-sea:svalbard:7.3.1,1,201,602,0
6367,org.apache.httpcomponents:httpclient:4.3,1,2245,2657,0
6368,org.opendaylight.infrautils:infrautils-util:1.8.3,1,96,314,0
6369,org.opendaylight.infrautils:infrautils-util:1.8.2,1,108,314,0
6370,org.apache.httpcomponents:httpclient:4.5,1,2169,2995,0
6371,org.apache.zeppelin:zeppelin-interpreter:0.9.0,1,4617,10758,0
6372,org.drools:kie-pmml:7.46.0.Final,1,666,3696,0
6373,org.commonjava.indy:indy-db-common:2.5.0,1,74,174,0
6374,net.officefloor.core:officeframe:3.28.1,1,1868,3811,0
6375,net.officefloor.core:officeframe:3.28.2,1,2030,3811,0
6376,org.apache.activemq:artemis-dto:2.15.0,1,45,69,0
6377,commons-logging:commons-logging:1.0,1,52,136,0
6378,org.bdgenomics.utils:utils-misc-spark2_2.12:0.3.0,1,0,0,0
6379,uk.gov.gchq.gaffer:cache:1.14.0,1,355,79,0
6380,net.java.dev.jna:jna:4.1.0,1,515,860,0
6381,commons-logging:commons-logging:1.1,1,130,321,0
6382,commons-logging:commons-logging:1.2,1,177,337,0
6383,org.ehcache:ehcache:3.3.1,1,0,0,0
6384,io.netty:netty-codec-http2:4.1.54.Final,1,1343,2636,0
6385,io.indigoengine:indigo-extras_sjs1_3.0.0-M3:0.6.0,1,0,0,0
6386,io.grpc:grpc-services:1.35.0,1,1741,9239,0
6387,org.apache.xmlgraphics:batik-shared-resources:1.13,1,87,0,0
6388,org.springframework.cloud:spring-cloud-netflix-archaius:2.2.6.RELEASE,1,25,28,0
6389,org.webjars.npm:string.prototype.trimend:1.0.2,1,2291,0,0
6390,org.apache.camel:camel-saga:3.7.3,1,36,43,0
6391,org.jboss.logging:jboss-logging:3.1.0.CR2,1,149,646,0
6392,net.syberia.storm:storm-rabbitmq:0.1.1,1,4676,107,0
6393,com.amazonaws:aws-java-sdk-mediastore:1.11.438,1,0,0,0
6394,org.json:org.json:chargebee-1.0,1,269,205,0
6395,org.springframework:spring-beans:5.0.11.RELEASE,1,2223,3003,0
6396,com.io7m.coffeepick:com.io7m.coffeepick.jdk_java_net:0.2.1,1,44,27,0
6397,com.thoughtworks.enableIf:enableif_2.13:1.1.7,1,92,91,0
6398,io.quarkus:quarkus-jackson:1.11.1.Final,1,19,15,0
6399,org.glassfish.jersey.ext.cdi:jersey-weld2-se:2.33,1,33,8,0
6400,jakarta.xml.soap:jakarta.xml.soap-api:1.4.2,1,49,263,0
6401,jakarta.xml.soap:jakarta.xml.soap-api:1.4.1,1,84,261,0
6402,com.zepben:evolve-sdk:0.2.0,1,7295,5394,0
6403,com.amazonaws:aws-java-sdk-dynamodb:1.11.438,1,0,0,0
6404,io.quarkus:quarkus-core:1.11.0.Final,1,1904,889,0
6405,org.mozilla:rhino:1.7.6,1,13272,5600,0
6406,io.quarkus.gizmo:gizmo:1.0.4.Final,1,173,557,0
6407,org.mozilla:rhino:1.7.7,1,9805,5624,0
6408,net.java.dev.jna:platform:3.5.0,1,1668,1467,0
6409,org.hibernate.common:hibernate-commons-annotations:4.0.1.Final,1,161,613,0
6410,org.apache.lucene:lucene-queries:5.2.1,1,411,936,0
6411,org.eclipse.tycho:tycho-metadata-model:2.2.0,1,84,238,0
6412,io.grpc:grpc-stub:1.17.0,1,53,167,0
6413,org.apache.hadoop:hadoop-yarn-server-applicationhistoryservice:2.8.5,1,2641,4759,0
6414,org.springframework.security:spring-security-web:3.2.8.RELEASE,1,410,1433,0
6415,com.amazonaws:aws-java-sdk-cognitoidentity:1.11.438,1,0,0,0
6416,org.apache.lucene:lucene-misc:8.5.1,1,197,345,0
6417,org.netbeans.api:org-netbeans-libs-graalsdk:RELEASE122,1,40,108,0
6418,io.prometheus:simpleclient_common:0.8.1,1,30,6,0
6419,org.apache.ant:ant:1.8.2,1,6552,9879,0
6420,org.kie:kie-dmn-feel:7.49.0.Final,1,1623,4394,0
6421,org.apache.ant:ant:1.8.4,1,5876,9934,0
6422,net.n2oapp.cache:cache-template:7.9.7,1,33,50,0
6423,org.springframework.security:spring-security-crypto:4.2.12.RELEASE,1,202,227,0
6424,org.openjdk.jmh:jmh-core:1.11.3,1,0,0,0
6425,javax.measure:unit-api:1.0,1,28,88,0
6426,org.caffinitas.ohc:ohc-core-j8:0.4.4,1,0,0,0
6427,org.jboss.arquillian.container:arquillian-container-test-impl-base:1.7.0.Alpha7,1,4276,329,0
6428,org.hibernate:hibernate-validator:5.1.1.Final,1,0,0,0
6429,org.uberfire:uberfire-project-builder:7.48.0.Final,1,39,69,0
6430,com.google.guava:guava:16.0,1,3686,12918,0
6431,io.hkube:common:1.3.01,1,88,72,0
6432,org.n52.janmayen:janmayen:1.0.0,1,5703,1520,0
6433,org.eclipse.jetty:jetty-plus:9.2.3.v20140905,1,338,203,0
6434,io.prometheus:simpleclient_common:0.8.0,1,32,6,0
6435,com.amazonaws:aws-java-sdk-dynamodb:1.11.443,1,0,0,0
6436,org.apache.commons:commons-lang3:3.10,1,0,0,0
6437,org.smooks.cartridges:smooks-dfdl-cartridge:1.0.0-M2,1,247,91,0
6438,org.apache.commons:commons-lang3:3.11,1,2029,4518,0
6439,org.apereo.cas:cas-server-core-api-services:5.0.10,1,22,87,0
6440,org.codehaus.plexus:plexus-utils:1.5.8,1,1403,1416,0
6441,com.notronix:NewRelicEvents:1.1.001,1,4060,28,0
6442,io.netty:netty-codec:4.1.53.Final,1,1191,1700,0
6443,org.apache.poi.wso2:poi-ooxml:3.9.0.wso2v1,1,0,0,0
6444,io.netty:netty-handler-proxy:4.1.59.Final,1,88,120,0
6445,org.drools:drools-workbench-models-guided-template:7.46.0.Final,1,3704,96,0
6446,org.apereo.cas:cas-server-core-util:6.2.6,1,40,22,0
6447,com.twitter:util-core_2.11:20.9.0,1,2696,8634,0
6448,com.googlecode.aviator:aviator:4.1.2,1,2872,1821,0
6449,org.springframework.boot:spring-boot:2.1.17.RELEASE,1,1638,4984,0
6450,org.netbeans.modules:org-netbeans-modules-j2ee-persistenceapi:RELEASE123,1,211,1932,0
6451,com.sun.jersey.contribs:jersey-guice:1.9,1,57,52,0
6452,io.trino:trino-parquet:351,1,0,0,0
6453,org.netbeans.modules:org-netbeans-modules-j2ee-persistenceapi:RELEASE121,1,234,1932,0
6454,io.lettuce:lettuce-core:5.3.1.RELEASE,1,0,0,0
6455,org.springframework.cloud.stream.app:app-starters-metadata-store-common:2.1.6.RELEASE,1,49,76,0
6456,io.netty:netty-tcnative-boringssl-static:2.0.29.Final,1,126,286,0
6457,io.opentelemetry.javaagent.instrumentation:opentelemetry-javaagent-apache-dubbo-2.7:1.0.0-alpha,1,3072,9,0
6458,org.drools:drools-core:7.45.0.Final,1,5087,16836,0
6459,io.swagger.core.v3:swagger-annotations:2.0.8,1,0,0,0
6460,org.locationtech.geomesa:geomesa-z3_2.11:2.4.2,1,291,743,0
6461,com.oracle.oci.sdk:oci-java-sdk-circuitbreaker:1.33.1,1,71,114,0
6462,io.swagger.core.v3:swagger-annotations:2.0.0,1,0,0,0
6463,io.netty:netty-tcnative-boringssl-static:2.0.6.Final,1,141,237,0
6464,org.ogc-schemas:samplingSpatial-v_2_0:3.0.0,1,5442,153,0
6465,org.apache.cxf:cxf-core:3.3.10,1,0,0,0
6466,org.apache.camel:camel-xml-jaxb:3.7.3,1,38,26,0
6467,org.netbeans.modules:org-netbeans-modules-selenium2-java:RELEASE123,1,36,22,0
6468,com.amazonaws:aws-java-sdk-simpleworkflow:1.11.438,1,0,0,0
6469,org.netbeans.modules:org-netbeans-modules-j2ee-sun-dd:RELEASE123,1,4702,14357,0
6470,com.google.inject.extensions:guice-assistedinject:4.0,1,178,125,0
6471,org.jboss.resteasy:resteasy-spring:4.5.6.Final,1,122,300,0
6472,org.factcast:factcast-factus-event:0.3.9,1,21,10,0
6473,org.trellisldp:trellis-oauth:0.16.2,1,4288,75,0
6474,io.pravega:pravega-common:0.8.0,1,790,2357,0
6475,io.quarkus:quarkus-jsch-deployment:1.11.6.Final,1,3104,7,0
6476,io.monix:implicitbox_sjs1_2.12:0.2.0,1,80,176,0
6477,org.elasticsearch.client:elasticsearch-rest-client-sniffer:7.7.0,1,47,68,0
6478,org.apache.maven.shared:maven-repository-builder:1.0,1,38,44,0
6479,it.bancaditalia.oss.vtl:vtl-engine:1.0.6,1,4718,401,0
6480,com.graphql-java:graphql-java:16.2,1,7439,21940,0
6481,org.specs2:specs2-fp_sjs1_2.13:4.10.6,1,0,0,0
6482,software.amazon.awssdk:regions:2.15.78,1,537,1610,0
6483,com.indoorvivants:subatomic-builders_2.13:0.0.5,1,5079,1604,0
6484,com.labijie:caching-kotlin-core-starter:1.2.1,1,95,135,0
6485,org.uberfire:uberfire-server:7.43.0.Final,1,85,53,0
6486,com.jayway.jsonpath:json-path:2.5.0,1,437,1187,0
6487,org.n52.arctic-sea:svalbard:7.6.1,1,240,603,0
6488,com.google.zxing:javase:3.4.1,1,163,81,0
6489,com.semanticcms:semanticcms-news-bom-book:1.6.0,1,3465,0,0
6490,org.scala-js:scalajs-dom_sjs0.6_2.12:0.9.8,1,1417,12220,0
6491,org.eclipse.jetty:jetty-util:9.4.10.v20180503,1,1531,2591,0
6492,org.mockito:mockito-scala-cats_2.12:1.16.11,1,4279,1077,0
6493,uk.gov.gchq.koryphe:core:1.12.0,1,582,1593,0
6494,jaxen:jaxen:1.0-FCS,1,289,1183,0
6495,org.apache.kafka:kafka-clients:1.1.0,1,4329,7047,0
6496,de.javakaffee:kryo-serializers:0.38,1,138,297,0
6497,org.apache.camel:camel-reactive-streams:3.5.0,1,156,406,0
6498,com.github.tonivade:purefun-free:2.2,1,122,438,0
6499,org.into-cps.maestro.plugins:fixedstepbuilder:2.1.4,1,3533,99,0
6500,software.amazon.awssdk:regions:2.15.45,1,514,1592,0
6501,org.web3j:utils:4.5.4,1,30,66,0
6502,software.amazon.awssdk:regions:2.15.43,1,443,1592,0
6503,com.proofpoint.platform:units:2.38,1,64,85,0
6504,software.amazon.awssdk:regions:2.15.49,1,528,1598,0
6505,org.parboiled:parboiled_2.13:2.2.1,1,1573,3936,0
6506,org.apache.cxf:cxf-rt-management:3.1.4,1,214,269,0
6507,software.amazon.awssdk:regions:2.15.40,1,490,1574,0
6508,de.javakaffee:kryo-serializers:0.43,1,132,420,0
6509,de.javakaffee:kryo-serializers:0.45,1,187,480,0
6510,com.github.philippheuer.events4j:events4j-handler-reactor:0.9.0,1,3165,14,0
6511,org.kie.workbench.services:kie-wb-common-services-backend:7.43.0.Final,1,312,933,0
6512,org.apache.hyracks:hyracks-comm:0.3.6,1,39,56,0
6513,org.springframework:spring-beans:4.3.4.RELEASE,1,1895,2774,0
6514,org.wso2.eclipse.osgi:org.eclipse.osgi.services:3.5.100.v20160504-1419,1,0,0,0
6515,org.wso2.carbon:org.wso2.carbon.registry.api:4.6.0,1,51,145,0
6516,org.wso2.carbon:org.wso2.carbon.registry.api:4.6.1,1,20,145,0
6517,io.netty:netty-handler:4.1.10.Final,1,797,1748,0
6518,io.quarkus:quarkus-ide-launcher:1.9.0.Final,1,119,18,0
6519,com.github.everit-org.json-schema:org.everit.json.schema:1.11.0,1,0,0,0
6520,com.guicedee.services:javax.inject:1.1.0.7-jre14,1,18,2,0
6521,com.devonfw.java.modules:devon4j-beanmapping:2020.12.001,1,175,12,0
6522,io.neow3j:utils:3.4.0,1,835,336,0
6523,org.antlr:antlr:3.5.2,1,5274,2530,0
6524,io.fabric8:kubernetes-model-events:5.1.1,1,142,928,0
6525,org.playframework.anorm:anorm-postgres_2.12:2.6.5,1,62,95,0
6526,software.amazon.awscdk:ecr-assets:1.89.0,1,47,96,0
6527,org.opencastproject:opencast-asset-manager-api:8.8,1,74,372,0
6528,io.javalin:javalin:3.11.2,1,0,0,0
6529,software.amazon.awssdk:regions:2.15.50,1,1406,1604,0
6530,com.vladsch.flexmark:flexmark-ext-tables:0.50.40,1,153,310,0
6531,org.eclipse.jetty:jetty-util:9.3.29.v20201019,1,3010,2358,0
6532,org.wso2.eclipse.equinox:org.eclipse.equinox.common:3.8.0.v20160509-1230,1,0,0,0
6533,antlr:antlr:2.7.6,1,3296,2745,0
6534,antlr:antlr:2.7.7,1,3301,2746,0
6535,io.netty:netty-codec:4.1.16.Final,1,995,1661,0
6536,antlr:antlr:2.7.2,1,3028,2299,0
6537,org.jboss.errai:errai-common:4.11.0.Final,1,414,1774,0
6538,software.amazon.awssdk:regions:2.15.19,1,733,1550,0
6539,ch.qos.logback:logback-classic:1.3.0-alpha5,1,336,1098,0
6540,org.eclipse.dirigible:dirigible-resources-mxgraph:5.6.0,1,2209,0,0
6541,com.celeral:utils:2.1.0,1,3897,259,0
6542,com.daml:daml-lf-transaction-java-proto:1.11.0-snapshot.20210224.6385.0.dba114a2,1,544,1755,0
6543,io.kotest:kotest-assertions-json:4.4.0,1,2610,0,0
6544,net.databinder:dispatch-mime_2.11:0.8.10,1,3183,109,0
6545,org.springframework:spring-oxm:5.2.6.RELEASE,1,141,284,0
6546,com.fasterxml:classmate:1.4.0,1,173,398,0
6547,com.twitter:finagle-http2_2.12:20.12.0,1,406,1529,0
6548,com.vladsch.flexmark:flexmark-ext-footnotes:0.62.2,1,104,207,0
6549,org.zkoss.common:zel:9.5.0.2,1,1034,1189,0
6550,com.lihaoyi:requests_2.13:0.6.5,1,279,1080,0
6551,org.jibx.config.3rdparty.org.eclipse:org.eclipse.osgi:3.7.0.v20110613,1,4704,6033,0
6552,org.scala-sbt:util-logging_2.12:1.4.7,1,1607,3764,0
6553,com.gu:marley_2.12:0.2.13,1,3950,625,0
6554,org.springframework.boot:spring-boot-starter-test:2.1.8.RELEASE,1,0,0,0
6555,org.locationtech.geomesa:geomesa-geojson-rest_2.11:2.3.3,1,4956,335,0
6556,io.quarkus:quarkus-class-change-agent:1.11.4.Final,1,15,3,0
6557,io.quarkus:quarkus-builder:1.10.3.Final,1,110,285,0
6558,org.bitbucket.bradleysmithllc.etlunit:etlunit-assert:4.3.2-eu,1,0,0,0
6559,com.github.freva:ascii-table:1.1.0,1,66,160,0
6560,org.netbeans.api:org-netbeans-modules-html-indexing:RELEASE123,1,28,19,0
6561,ca.uhn.hapi:hapi-structures-v231:2.1,1,2916,16934,0
6562,software.amazon.awssdk:regions:2.15.35,1,481,1550,0
6563,software.amazon.awssdk:regions:2.15.34,1,1038,1550,0
6564,org.springframework:spring-jcl:5.1.5.RELEASE,1,0,0,0
6565,ca.uhn.hapi:hapi-structures-v231:2.3,1,3796,16935,0
6566,software.amazon.awssdk:regions:2.15.32,1,554,1550,0
6567,io.fabric8:openshift-model-operator:5.1.1,1,3485,20123,0
6568,org.springframework:spring-context-support:5.2.4.RELEASE,1,384,915,0
6569,software.amazon.awssdk:regions:2.15.39,1,541,1574,0
6570,org.bitbucket.askllc.fermenter.stout:stout-cookbook-domain-client:2.1.2,1,472,2323,0
6571,software.amazon.awscdk:codestarnotifications:1.119.0,1,102,211,0
6572,software.amazon.awssdk:regions:2.15.31,1,543,1550,0
6573,io.vertx:vertx-core:3.8.2,1,3405,12168,0
6574,io.netty:netty-resolver:4.1.58.Final,1,113,116,0
6575,org.glassfish:jakarta.el:3.0.2,1,1226,1133,0
6576,org.glassfish:jakarta.el:3.0.3,1,0,0,0
6577,org.apache.activemq:activemq-artemis-native:1.0.2,1,116,68,0
6578,org.apache.camel:camel-base:3.8.0,1,208,623,0
6579,org.brotli:dec:0.1.2,1,147,85,0
6580,com.jcraft:jsch.agentproxy.svnkit-trilead-ssh2:0.0.7,1,25,6,0
6581,org.langrid:jp.go.nict.langrid.commons:1.0.12,1,3628,2370,0
6582,org.xerial.snappy:snappy-java:1.0.5,1,108,162,0
6583,io.quarkus:quarkus-credentials:1.10.5.Final,1,19,3,0
6584,org.springframework.boot:spring-boot-starter-validation:2.2.1.RELEASE,1,12,0,0
6585,org.geotools:gt-coverage:21.1,1,0,0,0
6586,org.apache.neethi:neethi:2.0.4-wso2v1,1,0,0,0
6587,org.apache.streampipes:streampipes-pipeline-management:0.67.0,1,4627,1392,0
6588,io.helidon.microprofile.bundles:helidon-microprofile-3.0:1.4.8,1,2218,0,0
6589,org.glassfish.jaxb:codemodel:2.3.0,1,619,1010,0
6590,com.oracle.database.security:oraclepki:11.2.0.4,1,3485,989,0
6591,com.pauldijou:jwt-play-json_2.11:3.1.0,1,94,434,0
6592,javax.servlet.jsp.jstl:jstl-api:1.2,1,80,159,0
6593,com.twitter:util-core_2.12:20.10.0,1,3601,10999,0
6594,org.apache.kerby:kerb-crypto:2.0.0,1,386,489,0
6595,org.springframework.boot:spring-boot-actuator-autoconfigure:2.2.6.RELEASE,1,780,2995,0
6596,org.apache.logging.log4j:log4j-core:2.9.0,1,2672,6574,0
6597,org.apache.logging.log4j:log4j-core:2.9.1,1,5046,6575,0
6598,org.checkerframework:checker-qual:2.6.0,1,0,0,0
6599,org.wso2.carbon.business-process:org.wso2.carbon.bpel.common:4.5.39,1,78,107,0
6600,com.google.protobuf:protobuf-java:3.7.0,1,4339,13987,0
6601,com.google.protobuf:protobuf-java:3.7.1,1,5090,13993,0
6602,com.amazonaws:aws-java-sdk-core:1.11.398,1,2403,4811,0
6603,org.netbeans.modules:org-netbeans-modules-web-clientproject-api:RELEASE123,1,244,940,0
6604,org.keycloak:keycloak-jetty-adapter-spi:3.1.0.CR1,1,33,38,0
6605,com.uchuhimo:konf-js:0.23.0,1,4033,25,0
6606,io.quarkus:quarkus-resteasy:1.12.2.Final,1,767,349,0
6607,io.smallrye.config:smallrye-config-common:1.6.1,1,31,32,0
6608,io.datarouter:datarouter-path-node:0.0.64,1,42,118,0
6609,org.uberfire:uberfire-message-console-api:7.48.0.Final,1,22,73,0
6610,org.apache.lucene:lucene-spatial3d:6.6.1,1,594,947,0
6611,com.orientechnologies:orientdb-object:3.0.34,1,588,1068,0
6612,com.thesamet.scalapb:scalapb-runtime-grpc_2.12:0.9.0,1,49,63,0
6613,com.alibaba.csp:sentinel-cluster-client-default:1.7.1,1,113,188,0
6614,org.apache.batchee:batchee-extras:0.6,1,488,201,0
6615,com.github.ben-manes.caffeine:caffeine:2.6.2,1,568,6200,0
6616,org.apache.commons:commons-configuration2:2.1.1,1,1152,3409,0
6617,io.github.vigoo:zio-aws-core_2.12:3.15.35.3,1,662,2660,0
6618,com.tibco.plugins:bw6-maven-plugin:2.8.0,1,9427,1353,0
6619,org.gebish:geb-exceptions:4.0,1,165,23,0
6620,org.springframework:spring-expression:4.1.6.RELEASE,1,685,999,0
6621,org.springframework.boot:spring-boot-autoconfigure:2.2.6.RELEASE,1,1832,8293,0
6622,com.softwaremill.sttp.shared:ws_2.13:1.1.0,1,111,483,0
6623,org.cristalise:cristalise-js-rhino:5.3.1,1,2717,0,0
6624,com.twitter:util-function_2.12:21.2.0,1,37,5,0
6625,net.klakegg.pkix:pkix-ocsp:0.9.1,1,251,116,0
6626,com.github.ben-manes.caffeine:caffeine:2.6.0,1,1984,6367,0
6627,org.ow2.easycommons:easycommons-io:1.3.0,1,79,25,0
6628,io.quarkus:quarkus-openshift-client:1.12.2.Final,1,8,4,0
6629,org.uberfire:uberfire-project-api:7.48.0.Final,1,74,454,0
6630,tech.pantheon.triemap:triemap:1.2.0,1,89,330,0
6631,com.softwaremill.sttp.model:core_3.0.0-M3:1.2.0-RC12,1,0,0,0
6632,org.n52.arctic-sea:iceland:8.1.0,1,1158,2263,0
6633,org.onosproject:onos-apps-openstackinterface-api:1.8.2,1,282,232,0
6634,net.i2p.crypto:eddsa:0.3.0,1,151,248,0
6635,org.aspectj:aspectjrt:1.8.11,1,312,722,0
6636,org.aspectj:aspectjrt:1.8.12,1,354,722,0
6637,com.github.ulisesbocchio:jasypt-spring-boot-starter:1.5-java7,1,17,1,0
6638,org.seleniumhq.selenium:jetty-repacked:7.6.1,1,3771,5412,0
6639,org.apache.pdfbox:jempbox:1.8.8,1,278,370,0
6640,org.apache.bigtop.itest:httpfs-smoke:1.5.0,1,3512,47,0
6641,org.jgrapht:jgrapht-core:1.2.0,1,4639,3476,0
6642,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.governance.stub:5.15.17,1,0,0,0
6643,org.springframework:spring-context:3.1.0.RELEASE,1,0,0,0
6644,io.quarkus:quarkus-core-deployment:1.9.2.Final,1,5095,3070,0
6645,org.seleniumhq.selenium:selenium-ie-driver:3.141.59,1,93,101,0
6646,io.quarkus:quarkus-smallrye-context-propagation:1.8.0.Final,1,28,11,0
6647,org.kie:kie-dmn-core:7.50.0.Final,1,997,2989,0
6648,io.springfox:springfox-swagger2:2.7.0,1,78,171,0
6649,software.amazon.awssdk:apache-client:2.13.75,1,214,576,0
