number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
640,org.bardframework.filestore:file-store-api:0.4,0,21375,20349,1026,324,0,0,38328,218881,org.springframework.security:spring-security-config:5.4.1;com.fasterxml.jackson.core:jackson-annotations:2.11.3;org.bardframework.validator:bard-validator:0.4;org.springframework:spring-beans:5.3.1;org.springframework:spring-web:5.3.1;jakarta.servlet:jakarta.servlet-api:4.0.4;org.slf4j:slf4j-api:1.7.30;org.bardframework.filestore:file-store-api:0.4;com.fasterxml.jackson.core:jackson-databind:2.11.3;org.springframework:spring-aop:5.3.1;org.bardframework.commons:common-config:0.4;org.springframework:spring-core:5.3.1;com.fasterxml.jackson.core:jackson-core:2.11.3;org.bardframework.commons:common-web:0.4;org.springframework.security:spring-security-web:5.4.1;org.springframework:spring-expression:5.3.1;org.bardframework.commons:common-utils:0.4;org.springframework:spring-context:5.3.1;org.springframework:spring-jcl:5.3.1;org.bardframework.commons:common-reflection:0.4;org.bardframework.commons:common-jackson:0.4;org.springframework.security:spring-security-core:5.4.1
641,com.sourceninja:sourceninja-maven-plugin:0.1.7,0,23951,22595,1356,290,0,0,29571,372505,org.apache.maven:maven-plugin-api:3.0.4;commons-codec:commons-codec:1.6;com.fasterxml.jackson.core:jackson-databind:2.1.0;com.sourceninja:sourceninja-maven-plugin:0.1.7;org.apache.maven:maven-repository-metadata:3.0.4;com.fasterxml.jackson.core:jackson-core:2.1.0;org.sonatype.sisu:sisu-guava:0.9.9;org.sonatype.sisu:sisu-guice:3.1.0;org.sonatype.aether:aether-api:1.13.1;org.sonatype.aether:aether-spi:1.13.1;org.apache.httpcomponents:httpclient:4.2.2;commons-logging:commons-logging:1.1.1;javax.xml.stream:stax-api:1.0-2;org.apache.maven:maven-settings-builder:3.0.4;org.codehaus.plexus:plexus-component-annotations:1.5.5;org.codehaus.woodstox:stax2-api:3.1.1;org.sonatype.plexus:plexus-sec-dispatcher:1.3;org.apache.maven:maven-model-builder:3.0.4;org.sonatype.aether:aether-impl:1.13.1;org.codehaus.plexus:plexus-classworlds:2.4;org.sonatype.sisu:sisu-inject-plexus:2.3.0;com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.1.0;org.sonatype.aether:aether-util:1.13.1;org.codehaus.plexus:plexus-interpolation:1.14;org.codehaus.plexus:plexus-utils:2.0.6;com.fasterxml.jackson.jaxrs:jackson-jaxrs-xml-provider:2.1.0;org.apache.maven:maven-settings:3.0.4;org.sonatype.plexus:plexus-cipher:1.4;org.sonatype.sisu:sisu-inject-bean:2.3.0;org.apache.maven.wagon:wagon-provider-api:2.2;org.apache.maven:maven-model:3.0.4;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.1.0;com.fasterxml.jackson.core:jackson-annotations:2.1.0;org.apache.httpcomponents:httpmime:4.2.2;org.apache.maven:maven-artifact:3.0.4;org.apache.httpcomponents:httpcore:4.2.2;org.apache.maven:maven-compat:3.0.4;org.apache.maven:maven-core:3.0.4;org.apache.maven:maven-aether-provider:3.0.4
642,io.univalence:zio-spark_2.12:0.0.2,0,66272,44262,22010,10601,0,0,105958,6340267,dev.zio:zio_2.12:1.0.0-RC20;org.scala-lang:scala-library:2.12.11;dev.zio:zio-stacktracer_2.12:1.0.0-RC20;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.12:1.0.0-M2;io.univalence:zio-spark_2.12:0.0.2;dev.zio:izumi-reflect_2.12:1.0.0-M2;dev.zio:zio-streams_2.12:1.0.0-RC20
643,org.webjars.npm:node-fetch:3.0.0-beta.9,294,2611,2610,1,8,0,0,0,0,org.webjars.npm:data-uri-to-buffer:3.0.1;org.webjars.npm:fetch-blob:3.0.0-rc.0;org.webjars.npm:node-fetch:3.0.0-beta.9
644,com.toasttab.protokt:protokt-extensions:0.5.4,0,11966,11508,458,296,0,0,13747,115478,com.toasttab.protokt:protokt-core:0.5.4;com.toasttab.protokt:protokt-runtime:0.5.4;org.jetbrains.kotlin:kotlin-stdlib:1.3.72;com.toasttab.protokt:protokt-extensions-simple:0.5.4;com.toasttab.protokt:protokt-extensions-proto-based:0.5.4;org.jetbrains.kotlin:kotlin-reflect:1.3.72;com.toasttab.protokt:protokt-extensions:0.5.4;org.jetbrains.kotlin:kotlin-stdlib-common:1.3.72;org.jetbrains:annotations:13.0;com.toasttab.protokt:protokt-extensions-api:0.5.4;com.google.auto.service:auto-service-annotations:1.0-rc7
645,com.typesafe.akka:akka-persistence-cassandra-launcher_2.13:1.0.5,0,26762,26762,0,581,0,0,0,0,com.typesafe.akka:akka-persistence-cassandra-launcher_2.13:1.0.5;org.scala-lang:scala-library:2.13.3
646,org.kie.kogito:integration-tests-quarkus-predictions:1.3.0.Final,0,180150,151719,28431,3851,0,0,257242,7455664,org.kie.kogito:kogito-ruleunits:1.3.0.Final;org.codehaus.plexus:plexus-utils:3.2.1;io.vertx:vertx-auth-common:3.9.5;org.apache.maven.resolver:maven-resolver-connector-basic:1.4.1;org.apache.maven.wagon:wagon-http-shared:3.3.4;com.github.javaparser:javaparser-core:3.13.10;ch.obermuhlner:big-math:2.0.1;io.netty:netty-handler:4.1.49.Final;org.drools:drools-ecj:7.50.0.Final;io.quarkus:quarkus-netty:1.11.4.Final;org.kie.kogito:kogito-api:1.3.0.Final;io.quarkus:quarkus-bootstrap-app-model:1.11.4.Final;org.codehaus.plexus:plexus-component-annotations:2.1.0;org.kie.kogito:kogito-dmn:1.3.0.Final;io.quarkus:quarkus-smallrye-openapi:1.11.4.Final;org.sonatype.plexus:plexus-sec-dispatcher:1.4;org.jsoup:jsoup:1.12.1;org.slf4j:slf4j-api:1.7.30;io.netty:netty-buffer:4.1.49.Final;com.github.java-json-tools:btf:1.3;org.drools:drools-canonical-model:7.50.0.Final;commons-io:commons-io:2.6;org.ow2.asm:asm-tree:9.0;org.kie.kogito:jbpm-flow:1.3.0.Final;org.mvel:mvel2:2.4.12.Final;org.eclipse.sisu:org.eclipse.sisu.plexus:0.3.4;org.jboss.resteasy:resteasy-core-spi:4.5.9.Final;org.apache.maven.resolver:maven-resolver-impl:1.4.1;com.google.guava:guava:25.1-android;io.netty:netty-codec-socks:4.1.49.Final;io.quarkus.http:quarkus-http-vertx-backend:3.0.18.Final;org.jboss.threads:jboss-threads:3.2.0.Final;org.apache.maven.shared:maven-shared-utils:3.2.1;io.quarkus:quarkus-arc:1.11.4.Final;org.codehaus.plexus:plexus-interpolation:1.25;io.quarkus:quarkus-ide-launcher:1.11.4.Final;org.kie.kogito:process-serialization-protobuf:1.3.0.Final;org.kie.kogito:drools-core:1.3.0.Final;org.drools:drools-alphanetwork-compiler:7.50.0.Final;org.antlr:antlr-runtime:3.5.2;io.quarkus.http:quarkus-http-servlet:3.0.18.Final;org.kie:kie-internal:7.50.0.Final;org.kie.kogito:drools-core-static:1.3.0.Final;io.quarkus:quarkus-bootstrap-core:1.11.4.Final;org.kie:kie-pmml-compiler-commons:7.50.0.Final;xmlpull:xmlpull:1.1.3.1;org.kie:kie-dmn-api:7.50.0.Final;org.jboss.logging:jboss-logging-annotations:2.2.0.Final;io.vertx:vertx-web:3.9.5;org.sonatype.plexus:plexus-cipher:1.4;commons-cli:commons-cli:1.4;io.quarkus:quarkus-resteasy-common:1.11.4.Final;io.quarkus:quarkus-bootstrap-gradle-resolver:1.11.4.Final;io.smallrye.config:smallrye-config-common:1.10.2;org.apache.maven.resolver:maven-resolver-api:1.4.1;org.apache.maven:maven-model:3.6.3;org.kie.kogito:kogito-services:1.3.0.Final;org.kie.kogito:process-workitems:1.3.0.Final;com.google.protobuf:protobuf-java:3.14.0;xpp3:xpp3_min:1.1.4c;io.quarkus:quarkus-resteasy:1.11.4.Final;org.kie.kogito:kogito-drools-model:1.3.0.Final;org.kie.kogito:kogito-pmml:1.3.0.Final;org.ow2.asm:asm-analysis:9.0;org.kie:kie-pmml-models-regression-compiler:7.50.0.Final;org.kie.kogito:kogito-drools:1.3.0.Final;org.kie.soup:kie-soup-xstream:7.50.0.Final;org.jpmml:pmml-model:1.5.1;org.wildfly.common:wildfly-common:1.5.4.Final-format-001;jakarta.inject:jakarta.inject-api:1.0;org.jboss:jandex:2.2.2.Final;org.jboss.spec.javax.xml.bind:jboss-jaxb-api_2.3_spec:2.0.0.Final;org.kie:kie-pmml-api:7.50.0.Final;org.kie:kie-pmml-models-drools-tree-evaluator:7.50.0.Final;io.quarkus:quarkus-core:1.11.4.Final;org.kie.kogito:kogito-timer:1.3.0.Final;org.kie:kie-pmml-models-drools-scorecard-model:7.50.0.Final;io.netty:netty-resolver:4.1.49.Final;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.12.1;org.codehaus.plexus:plexus-classworlds:2.6.0;org.kie.soup:kie-soup-project-datamodel-api:7.50.0.Final;com.ibm.async:asyncutil:0.1.0;org.glassfish.jaxb:jaxb-runtime:2.3.3-b02;org.kie.kogito:kogito-internal:1.3.0.Final;io.quarkus:quarkus-vertx-http-dev-console-runtime-spi:1.11.4.Final;com.sun.istack:istack-commons-runtime:3.0.10;org.kie:kie-pmml-models-regression-model:7.50.0.Final;org.kie:kie-pmml-models-drools-scorecard-evaluator:7.50.0.Final;io.quarkus.http:quarkus-http-http-core:3.0.18.Final;io.quarkus:quarkus-builder:1.11.4.Final;org.kie:kie-pmml-kie-internal:7.50.0.Final;org.apache.maven.resolver:maven-resolver-util:1.4.1;org.kie.kogito:kogito-quarkus:1.3.0.Final;org.kie:kie-pmml-evaluator-core:7.50.0.Final;io.smallrye.common:smallrye-common-annotation:1.5.0;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.11.1;org.jboss.logging:jboss-logging:3.4.1.Final;io.quarkus:quarkus-resteasy-server-common:1.11.4.Final;jakarta.interceptor:jakarta.interceptor-api:1.2.5;com.sun.activation:jakarta.activation:1.2.1;io.quarkus.arc:arc-processor:1.11.4.Final;io.vertx:vertx-web-common:3.9.5;io.smallrye.config:smallrye-config:1.10.2;com.github.java-json-tools:msg-simple:1.2;org.graalvm.sdk:graal-sdk:20.3.1;org.apache.maven.wagon:wagon-file:3.3.4;io.smallrye.reactive:mutiny:0.4.3;org.kie:kie-pmml-compiler-api:7.50.0.Final;org.apache.httpcomponents:httpclient:4.5.9;io.quarkus:quarkus-swagger-ui:1.11.4.Final;org.apache.commons:commons-math3:3.4.1;org.jboss.logmanager:jboss-logmanager-embedded:1.0.6;com.fasterxml.jackson.core:jackson-core:2.11.1;io.netty:netty-common:4.1.49.Final;org.apache.maven:maven-resolver-provider:3.6.3;org.kie:kie-pmml-commons:7.50.0.Final;org.kie:kie-pmml-models-drools-scorecard-compiler:7.50.0.Final;io.quarkus:quarkus-vertx-core:1.11.4.Final;io.quarkus:quarkus-bootstrap-maven-resolver:1.11.4.Final;org.ow2.asm:asm:9.0;net.minidev:accessors-smart:1.2;io.smallrye.common:smallrye-common-io:1.5.0;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.11.3;io.smallrye.common:smallrye-common-expression:1.5.0;io.quarkus.gizmo:gizmo:1.0.6.Final;org.jpmml:pmml-agent:1.5.1;org.eclipse.microprofile.config:microprofile-config-api:1.4;io.quarkus:quarkus-bootstrap-runner:1.11.4.Final;io.netty:netty-codec:4.1.49.Final;org.drools:drools-serialization-protobuf:7.50.0.Final;org.jboss.resteasy:resteasy-jaxb-provider:4.5.9.Final;io.netty:netty-codec-http:4.1.49.Final;org.kie:kie-pmml-models-drools-tree-model:7.50.0.Final;io.quarkus:quarkus-arc-deployment:1.11.4.Final;io.quarkus:quarkus-class-change-agent:1.11.4.Final;org.kie:kie-pmml-models-mining-model:7.50.0.Final;io.smallrye:smallrye-open-api-core:2.0.22;io.quarkus:quarkus-core-deployment:1.11.4.Final;org.reactivestreams:reactive-streams:1.0.3;io.netty:netty-handler-proxy:4.1.49.Final;org.kie:kie-pmml-models-drools-common:7.50.0.Final;org.kie.kogito:kogito-events-api:1.3.0.Final;org.glassfish.jaxb:txw2:2.3.3-b02;com.google.inject:guice:4.2.1;io.netty:netty-resolver-dns:4.1.49.Final;org.kie.soup:kie-soup-project-datamodel-commons:7.50.0.Final;org.kie:kie-pmml-models-mining-compiler:7.50.0.Final;io.vertx:vertx-bridge-common:3.9.5;org.kie.soup:kie-soup-commons:7.50.0.Final;io.quarkus:quarkus-jackson:1.11.4.Final;org.apache.maven:maven-artifact:3.6.3;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.11.1;org.kie:kie-dmn-model:7.50.0.Final;org.kie:kie-pmml-models-mining-evaluator:7.50.0.Final;org.apache.maven.wagon:wagon-http:3.3.4;io.smallrye.common:smallrye-common-function:1.5.0;org.apache.maven.wagon:wagon-provider-api:3.3.4;net.minidev:json-smart:2.3;org.jboss.slf4j:slf4j-jboss-logmanager:1.1.0.Final;io.quarkus.arc:arc:1.11.4.Final;com.github.java-json-tools:jackson-coreutils:2.0;org.kie:kie-pmml-models-drools-tree-compiler:7.50.0.Final;io.quarkus.security:quarkus-security:1.1.3.Final;io.netty:netty-codec-http2:4.1.49.Final;org.jboss.resteasy:resteasy-jackson2-provider:4.5.9.Final;io.quarkus:quarkus-resteasy-jackson:1.11.4.Final;org.apache.maven:maven-settings-builder:3.6.3;jakarta.validation:jakarta.validation-api:2.0.2;org.kie:kie-pmml-evaluator-assembler:7.50.0.Final;org.antlr:antlr4-runtime:4.8;org.apache.maven:maven-settings:3.6.3;jakarta.annotation:jakarta.annotation-api:1.3.5;jakarta.el:jakarta.el-api:3.0.3;io.quarkus:quarkus-vertx-http-dev-console-spi:1.11.4.Final;org.drools:drools-core-reflective:7.50.0.Final;org.kie:kie-pmml-compiler-core:7.50.0.Final;com.jayway.jsonpath:json-path:2.4.0;io.vertx:vertx-core:3.9.1;org.kie:kie-dmn-backend:7.50.0.Final;io.smallrye.common:smallrye-common-classloader:1.5.0;jakarta.transaction:jakarta.transaction-api:1.3.3;org.apache.maven.resolver:maven-resolver-transport-wagon:1.4.1;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.11.3;org.kie:kie-api:7.50.0.Final;org.drools:drools-mvel-compiler:7.50.0.Final;org.apache.commons:commons-lang3:3.8.1;org.drools:drools-mvel-parser:7.50.0.Final;org.apache.maven:maven-embedder:3.6.3;org.jboss.logging:commons-logging-jboss-logging:1.0.0.Final;org.apache.maven:maven-repository-metadata:3.6.3;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.11.1;com.thoughtworks.xstream:xstream:1.4.14;org.kie:kie-dmn-feel:7.50.0.Final;org.apache.maven.resolver:maven-resolver-spi:1.4.1;com.fasterxml.jackson.core:jackson-annotations:2.11.3;org.apache.maven:maven-builder-support:3.6.3;org.apache.httpcomponents:httpcore:4.4.11;org.kie:kie-pmml-models-regression-evaluator:7.50.0.Final;org.drools:drools-compiler:7.50.0.Final;jakarta.activation:jakarta.activation-api:1.2.1;com.fasterxml.jackson.core:jackson-databind:2.11.3;jakarta.ejb:jakarta.ejb-api:3.2.6;io.smallrye.common:smallrye-common-constraint:1.5.0;commons-codec:commons-codec:1.11;org.kie:kie-dmn-validation:7.50.0.Final;org.apache.maven:maven-core:3.6.3;org.kie:kie-memory-compiler:7.50.0.Final;io.quarkus:quarkus-development-mode-spi:1.11.4.Final;org.drools:drools-model-compiler:7.50.0.Final;io.quarkus:quarkus-security-runtime-spi:1.11.4.Final;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:2.0.1.Final;org.apache.maven:maven-plugin-api:3.6.3;jakarta.servlet:jakarta.servlet-api:4.0.3;org.kie:kie-pmml-evaluator-api:7.50.0.Final;org.kie.kogito:drools-compiler:1.3.0.Final;org.kie:kie-dmn-core:7.50.0.Final;org.kie.kogito:integration-tests-quarkus-predictions:1.3.0.Final;jakarta.enterprise:jakarta.enterprise.cdi-api:2.0.2;org.drools:drools-mvel:7.50.0.Final;io.netty:netty-transport:4.1.49.Final;io.quarkus:quarkus-devtools-utilities:1.11.4.Final;org.ow2.asm:asm-util:9.0;io.quarkus:quarkus-undertow:1.11.4.Final;org.jboss.resteasy:resteasy-core:4.5.9.Final;org.kie:kie-pmml-dependencies:7.50.0.Final;io.quarkus:quarkus-vertx-http:1.11.4.Final;org.eclipse.sisu:org.eclipse.sisu.inject:0.3.4;org.eclipse.microprofile.openapi:microprofile-openapi-api:1.1.2;org.yaml:snakeyaml:1.27;org.drools:drools-core:7.50.0.Final;org.eclipse.microprofile.context-propagation:microprofile-context-propagation-api:1.0.1;org.apache.maven:maven-model-builder:3.6.3;org.kie.soup:kie-soup-maven-support:7.50.0.Final;com.fasterxml.jackson.module:jackson-module-parameter-names:2.11.3;com.github.java-json-tools:json-patch:1.13;io.quarkus.http:quarkus-http-core:3.0.18.Final;io.netty:netty-codec-dns:4.1.49.Final
647,pl.droidsonroids.retrofit2:converter-jspoon:1.0.0,1310,5245,5062,183,63,3484,9969,3453,9145,com.squareup.okhttp3:okhttp:3.8.0;org.jsoup:jsoup:1.10.3;com.squareup.retrofit2:retrofit:2.3.0;com.squareup.okio:okio:1.13.0;pl.droidsonroids.retrofit2:converter-jspoon:1.0.0;pl.droidsonroids:jspoon:1.0.0
648,com.github.ghostdogpr:caliban-tools_2.12:0.9.4,0,98383,98383,0,null,0,0,-1,-1,com.github.ghostdogpr:caliban-tools_2.12:0.9.4;org.scala-lang:scala-library:2.12.12;com.github.ghostdogpr:caliban_2.12:0.9.4;com.github.ghostdogpr:caliban-macros_2.12:0.9.4;com.lihaoyi:fastparse_2.12:2.3.0;com.lihaoyi:sourcecode_2.12:0.2.1;com.lihaoyi:geny_2.12:0.6.0;com.propensive:magnolia_2.12:0.17.0;com.propensive:mercator_2.12:0.2.1;org.scala-lang:scala-compiler:2.12.8;org.scala-lang.modules:scala-xml_2.12:1.0.6;dev.zio:zio_2.12:1.0.3;dev.zio:zio-stacktracer_2.12:1.0.3;dev.zio:izumi-reflect_2.12:1.0.0-M9;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.12:1.0.0-M9;dev.zio:zio-streams_2.12:1.0.3;dev.zio:zio-query_2.12:0.2.5;com.github.ghostdogpr:caliban-client_2.12:0.9.4;io.circe:circe-core_2.12:0.13.0;io.circe:circe-numbers_2.12:0.13.0;org.typelevel:cats-core_2.12:2.1.0;org.typelevel:cats-macros_2.12:2.1.0;org.typelevel:cats-kernel_2.12:2.1.0;com.softwaremill.sttp.client:core_2.12:2.2.9;com.softwaremill.sttp.model:core_2.12:1.1.4;com.softwaremill.sttp.client:circe_2.12:2.2.9;com.softwaremill.sttp.client:json-common_2.12:2.2.9;io.circe:circe-parser_2.12:0.13.0;io.circe:circe-jawn_2.12:0.13.0;org.typelevel:jawn-parser_2.12:1.0.0;org.scalameta:scalafmt-dynamic_2.12:2.4.2;org.scalameta:scalafmt-interfaces:2.4.2;io.get-coursier:interface:0.0.17;com.typesafe:config:1.4.0;org.scalameta:scalafmt-core_2.12:2.4.2;com.geirsson:metaconfig-core_2.12:0.9.8;org.scalameta:munit_2.12:0.4.5;junit:junit:4.13;org.hamcrest:hamcrest-core:1.3;com.geirsson:junit-interface:0.11.9;org.scala-sbt:test-interface:1.0;org.typelevel:paiges-core_2.12:0.3.0;org.scala-lang.modules:scala-collection-compat_2.12:2.1.2;com.lihaoyi:pprint_2.12:0.5.3;com.lihaoyi:fansi_2.12:0.2.5;org.scalameta:scalameta_2.12:4.3.0;org.scalameta:parsers_2.12:4.3.0;org.scalameta:trees_2.12:4.3.0;org.scalameta:common_2.12:4.3.0;org.scalameta:fastparse_2.12:1.0.1;org.scalameta:fastparse-utils_2.12:1.0.1;org.scala-lang:scalap:2.12.10;org.scala-lang:scala-reflect:2.12.8;com.geirsson:metaconfig-typesafe-config_2.12:0.9.8;com.softwaremill.sttp.client:async-http-client-backend-zio_2.12:2.2.9;com.softwaremill.sttp.client:async-http-client-backend_2.12:2.2.9;org.asynchttpclient:async-http-client:2.12.1;org.asynchttpclient:async-http-client-netty-utils:2.12.1;io.netty:netty-buffer:4.1.48.Final;io.netty:netty-codec-http:4.1.48.Final;io.netty:netty-common:4.1.48.Final;io.netty:netty-transport:4.1.48.Final;io.netty:netty-codec:4.1.48.Final;io.netty:netty-handler:4.1.48.Final;io.netty:netty-resolver:4.1.48.Final;io.netty:netty-codec-socks:4.1.48.Final;io.netty:netty-handler-proxy:4.1.48.Final;io.netty:netty-transport-native-epoll:4.1.48.Final;io.netty:netty-transport-native-unix-common:4.1.48.Final;io.netty:netty-transport-native-kqueue:4.1.48.Final;com.typesafe.netty:netty-reactive-streams:2.0.4;org.slf4j:slf4j-api:1.7.30;com.sun.activation:javax.activation:1.2.0;com.softwaremill.sttp.client:zio_2.12:2.2.9;dev.zio:zio-interop-reactivestreams_2.12:1.0.3.5;org.reactivestreams:reactive-streams:1.0.3;dev.zio:zio-config_2.12:1.0.0-RC31;dev.zio:zio-config-magnolia_2.12:1.0.0-RC31;dev.zio:zio-config-derivation_2.12:1.0.0-RC31
649,com.helger.phive.rules:phive-rules-teapps:2.0.3,0,32176,30321,1855,646,0,0,44327,476213,com.helger.schematron:ph-schematron-api:6.0.1;com.helger:ph-xml:9.5.3;org.slf4j:slf4j-api:1.7.30;jakarta.activation:jakarta.activation-api:1.2.2;com.helger.schematron:ph-schematron-pure:6.0.1;com.helger.phive:phive-engine:7.0.1;name.dmaus.schxslt:schxslt:1.5.2;com.helger.phive.rules:phive-rules-teapps:2.0.3;com.helger.schematron:ph-schematron-xslt:6.0.1;com.helger:ph-jaxb:9.5.3;com.sun.activation:jakarta.activation:1.2.2;jakarta.xml.bind:jakarta.xml.bind-api:2.3.3;com.sun.xml.bind:jaxb-impl:2.3.3;com.google.code.findbugs:jsr305:3.0.2;net.sf.saxon:Saxon-HE:10.3;com.helger:ph-commons:9.5.4;com.helger:ph-collection:9.5.3;com.helger.phive:phive-api:7.0.1;com.helger.schematron:ph-schematron-schxslt:6.0.1
650,org.json4s:json4s-jackson_2.9.3:3.2.8,0,8829,8603,226,116,0,0,9321,30355,com.fasterxml.jackson.core:jackson-databind:2.3.1;com.thoughtworks.paranamer:paranamer:2.6;org.scala-lang:scala-compiler:2.9.3;org.json4s:json4s-core_2.9.3:3.2.8;com.fasterxml.jackson.core:jackson-annotations:2.3.0;com.fasterxml.jackson.core:jackson-core:2.3.1;org.scala-lang:scala-library:2.9.3;org.scala-lang:scalap:2.9.3;org.json4s:json4s-jackson_2.9.3:3.2.8;org.json4s:json4s-ast_2.9.3:3.2.8
651,com.aliyun:aiccs20191015:1.1.6,0,30431,29480,951,297,0,0,29284,198843,org.bouncycastle:bcprov-jdk15on:1.65;javax.xml.bind:jaxb-api:2.3.0;com.aliyun:tea-util:0.2.10;com.google.code.gson:gson:2.8.6;com.aliyun:credentials-java:0.2.4;com.aliyun:tea:1.1.13;org.bouncycastle:bcpkix-jdk15on:1.65;org.ini4j:ini4j:0.5.4;com.aliyun:openapiutil:0.1.3;com.aliyun:aiccs20191015:1.1.6;com.sun.xml.bind:jaxb-core:2.3.0;com.sun.xml.bind:jaxb-impl:2.3.0;com.aliyun:endpoint-util:0.0.6;com.aliyun:tea-openapi:0.0.12;org.jacoco:org.jacoco.agent:0.8.4;com.squareup.okio:okio:1.15.0;com.squareup.okhttp3:okhttp:3.12.13
652,com.github.thierrysquirrel:codec:1.1.2-RELEASE,864,4450,4400,50,40,887,1295,881,1257,commons-codec:commons-codec:1.15;com.github.thierrysquirrel:codec:1.1.2-RELEASE
653,one.xingyi:sample_2.12:0.7.4,22324,40327,30186,10141,12384,71555,1962647,70883,1918554,org.scala-lang:scala-library:2.12.12;one.xingyi:core_2.12:0.7.4;one.xingyi:sample_2.12:0.7.4
654,be.venneborg:slick-refined_2.13:0.6.0,0,59806,48252,11554,1058,0,0,112087,3868749,com.chuusai:shapeless_2.13:2.3.3;eu.timepit:refined_2.13:0.9.19;org.reactivestreams:reactive-streams:1.0.2;org.jline:jline:3.15.0;org.scala-lang.modules:scala-xml_2.13:1.3.0;com.typesafe:config:1.3.2;org.scala-lang:scala-library:2.13.4;be.venneborg:slick-refined_2.13:0.6.0;org.scala-lang.modules:scala-collection-compat_2.13:2.0.0;com.typesafe.slick:slick_2.13:3.3.3;org.slf4j:slf4j-api:1.7.25;org.scala-lang:scala-reflect:2.13.3;net.java.dev.jna:jna:5.3.1;org.scala-lang:scala-compiler:2.13.3
655,io.github.stefanfreitag:cdkBudgetNotifier:0.0.3,4749,16349,15678,671,234,18477,110303,18205,103146,com.fasterxml.jackson.core:jackson-annotations:2.11.4;org.jetbrains:annotations:19.0.0;software.amazon.awscdk:cdk-region-info:1.119.0;javax.annotation:javax.annotation-api:1.3.2;software.amazon.awscdk:iam:1.119.0;software.amazon.awscdk:sqs:1.119.0;com.fasterxml.jackson.core:jackson-databind:2.11.4;software.amazon.awscdk:budgets:1.119.0;software.amazon.awscdk:events:1.119.0;com.fasterxml.jackson.core:jackson-core:2.11.4;io.github.stefanfreitag:cdkBudgetNotifier:0.0.3;software.constructs:constructs:3.3.126;software.amazon.awscdk:core:1.119.0;software.amazon.awscdk:kms:1.119.0;software.amazon.awscdk:cloudwatch:1.119.0;software.amazon.awscdk:codestarnotifications:1.119.0;software.amazon.awscdk:cdk-cloud-assembly-schema:1.119.0;software.amazon.awscdk:cdk-cx-api:1.119.0;software.amazon.awscdk:sns:1.119.0;software.amazon.jsii:jsii-runtime:1.33.0
656,org.redisson:redisson-mybatis:3.15.1,43011,52158,45213,6945,714,72085,2336950,71221,2166353,javax.cache:cache-api:1.0.0;org.jodd:jodd-core:5.1.6;io.reactivex.rxjava3:rxjava:3.0.10;io.netty:netty-handler:4.1.59.Final;org.redisson:redisson-mybatis:3.15.1;io.netty:netty-codec:4.1.59.Final;org.yaml:snakeyaml:1.27;org.jboss.marshalling:jboss-marshalling:2.0.10.Final;io.projectreactor:reactor-core:3.4.2;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.12.1;io.netty:netty-buffer:4.1.59.Final;org.slf4j:slf4j-api:1.7.30;com.fasterxml.jackson.core:jackson-annotations:2.12.1;org.jodd:jodd-bean:5.1.6;com.fasterxml.jackson.core:jackson-databind:2.12.1;org.reactivestreams:reactive-streams:1.0.3;io.netty:netty-transport:4.1.59.Final;com.fasterxml.jackson.core:jackson-core:2.12.1;org.jboss.marshalling:jboss-marshalling-river:2.0.10.Final;io.netty:netty-common:4.1.59.Final;net.bytebuddy:byte-buddy:1.10.14;io.netty:netty-resolver-dns:4.1.59.Final;org.redisson:redisson:3.15.1;io.netty:netty-resolver:4.1.59.Final;io.netty:netty-codec-dns:4.1.59.Final
