number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
76,org.n52.janmayen:janmayen:1.0.0,5646,14951,14269,682,259,25428,231688,25370,202189,com.fasterxml.jackson.core:jackson-core:2.8.5;javax.inject:javax.inject:1;org.slf4j:slf4j-api:1.7.21;com.google.code.findbugs:jsr305:3.0.1;com.fasterxml.jackson.core:jackson-annotations:2.8.0;joda-time:joda-time:2.9.4;com.fasterxml.jackson.core:jackson-databind:2.8.5;com.google.guava:guava:20.0;org.n52.janmayen:janmayen:1.0.0
77,dev.rafex.ether.jwt:ether-jwt:2.0-v20201126,6126,11869,10708,1161,233,19440,386453,19505,349105,commons-digester:commons-digester:1.8.1;com.google.guava:guava:19.0;commons-collections:commons-collections:3.2.2;com.google.code.gson:gson:2.8.5;commons-validator:commons-validator:1.5.1;dev.rafex.ether.jwt:ether-jwt:2.0-v20201126;dev.rafex.ether.json:ether-json:2.0-v20201126;org.everit.json:org.everit.json.schema:1.5.1;commons-beanutils:commons-beanutils:1.9.2;org.json:json:20160810
78,com.aeontronix.enhancedmule:enhanced-mule-config:1.0.0-beta1,0,2616,2612,4,19,0,0,19,16,javax.validation:validation-api:2.0.1.Final;com.aeontronix.enhancedmule:enhanced-mule-config:1.0.0-beta1;com.intellij:annotations:12.0
79,org.zkoss.zk:zul:9.5.0.2,5536,20004,19379,625,223,21226,145202,20659,122446,commons-fileupload:commons-fileupload:1.4;org.slf4j:slf4j-api:1.7.30;commons-io:commons-io:2.2;commons-codec:commons-codec:1.14;org.javassist:javassist:3.18.2-GA;org.zkoss.zk:zkwebfragment:9.5.0.2;org.zkoss.common:zcommon:9.5.0.2;org.zkoss.common:zweb:9.5.0.2;org.zkoss.zk:zk:9.5.0.2;org.zkoss.common:zel:9.5.0.2;org.zkoss.zk:zul:9.5.0.2;org.apache-extras.beanshell:bsh:2.0b6
80,com.powsybl:powsybl-triple-store-impl-jena:4.0.0-RC1,0,71846,63169,8677,1553,0,0,112807,2878552,xerces:xercesImpl:2.11.0;com.github.jsonld-java:jsonld-java:0.5.1;com.powsybl:powsybl-triple-store-api:4.0.0-RC1;org.ow2.sirocco:sirocco-text-table-formatter:1.0;org.apache.commons:commons-compress:1.19;org.apache.thrift:libthrift:0.9.2;com.google.auto:auto-common:0.3;org.apache.jena:jena-base:3.0.0;org.apache.httpcomponents:httpclient:4.2.6;joda-time:joda-time:2.9.7;org.slf4j:jcl-over-slf4j:1.7.12;javax.xml.bind:jaxb-api:2.4.0-b180830.0359;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;xml-apis:xml-apis:1.4.01;org.apache.httpcomponents:httpcore:4.2.5;com.univocity:univocity-parsers:2.8.3;commons-io:commons-io:2.5;com.sun.xml.fastinfoset:FastInfoset:1.2.15;com.powsybl:powsybl-commons:4.0.0-RC1;com.google.j2objc:j2objc-annotations:1.3;javax.activation:javax.activation-api:1.2.0;org.glassfish.jaxb:txw2:2.4.0-b180830.0438;com.google.guava:failureaccess:1.0.1;commons-codec:commons-codec:1.6;org.slf4j:slf4j-api:1.7.22;com.google.guava:guava:29.0-jre;com.fasterxml.jackson.core:jackson-core:2.3.3;org.apache.commons:commons-lang3:3.3.2;org.apache.jena:jena-core:3.0.0;org.jvnet.staxex:stax-ex:1.8;org.apache.jena:jena-tdb:3.0.0;net.sf.trove4j:trove4j:3.0.3;org.apache.httpcomponents:httpclient-cache:4.2.6;org.yaml:snakeyaml:1.26;com.powsybl:powsybl-triple-store-impl-jena:4.0.0-RC1;com.fasterxml.jackson.core:jackson-annotations:2.10.1;org.checkerframework:checker-qual:2.11.1;com.google.errorprone:error_prone_annotations:2.3.4;commons-cli:commons-cli:1.3.1;com.fasterxml.jackson.core:jackson-databind:2.10.1;org.apache.jena:jena-shaded-guava:3.0.0;com.google.auto.service:auto-service:1.0-rc2;org.apache.commons:commons-csv:1.0;org.glassfish.jaxb:jaxb-runtime:2.4.0-b180830.0438;org.apache.jena:jena-iri:3.0.0;net.java.dev.stax-utils:stax-utils:20070216;com.google.code.findbugs:jsr305:3.0.2;org.apache.jena:jena-arq:3.0.0;com.sun.istack:istack-commons-runtime:3.0.7
81,org.apache.camel.kafkaconnector:camel-bean-kafka-connector:0.5.0,3655,12636,11979,657,244,19932,127049,19646,115598,org.apache.camel:camel-management-api:3.5.0;org.apache.camel.kafkaconnector:camel-bean-kafka-connector:0.5.0;org.slf4j:slf4j-api:1.7.30;javax.annotation:javax.annotation-api:1.3.2;org.apache.camel:camel-base:3.5.0;org.apache.camel:camel-api:3.5.0;org.apache.camel:camel-direct:3.5.0;org.apache.camel:camel-seda:3.5.0;org.apache.camel:camel-support:3.5.0;org.apache.camel:camel-core-engine:3.5.0;org.apache.camel:camel-timer:3.5.0;org.apache.camel:camel-log:3.5.0;org.apache.camel:camel-core-languages:3.5.0;org.apache.camel:camel-bean:3.5.0;org.apache.camel:camel-main:3.5.0;org.apache.camel.kafkaconnector:camel-kafka-connector:0.5.0;org.apache.camel:camel-core-catalog:3.5.0;org.apache.camel:camel-util:3.5.0;org.apache.camel:camel-tooling-model:3.5.0;org.apache.camel:camel-util-json:3.5.0
82,org.jaxxy:jaxxy-cache:0.4.3,0,3508,3463,45,73,0,0,977,1341,jakarta.servlet:jakarta.servlet-api:4.0.2;org.projectlombok:lombok:1.18.16;org.jaxxy:jaxxy-cache:0.4.3;jakarta.ws.rs:jakarta.ws.rs-api:2.1.5;org.slf4j:slf4j-api:1.7.29
83,io.github.vigoo:zio-aws-lakeformation_2.12:3.15.35.3,0,131900,78598,53302,13693,0,0,169607,9774938,software.amazon.awssdk:lakeformation:2.15.35;software.amazon.awssdk:protocol-core:2.15.35;software.amazon.awssdk:auth:2.15.35;dev.zio:zio-streams_2.12:1.0.3;dev.zio:zio-config_2.12:1.0.0-RC30-1;software.amazon.awssdk:apache-client:2.15.35;io.netty:netty-resolver:4.1.53.Final;io.netty:netty-common:4.1.53.Final;org.scala-lang.modules:scala-collection-compat_2.12:2.3.1;commons-logging:commons-logging:1.2;dev.zio:zio-interop-reactivestreams_2.12:1.3.0.7-2;dev.zio:zio-stacktracer_2.12:1.0.3;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.12:1.0.0-M9;io.netty:netty-transport:4.1.53.Final;dev.zio:zio_2.12:1.0.3;org.apache.httpcomponents:httpclient:4.5.13;software.amazon.awssdk:netty-nio-client:2.15.35;io.netty:netty-codec-http2:4.1.53.Final;software.amazon.awssdk:http-client-spi:2.15.35;io.github.vigoo:zio-aws-core_2.12:3.15.35.3;io.netty:netty-transport-native-unix-common:4.1.53.Final;software.amazon.awssdk:annotations:2.15.35;io.netty:netty-buffer:4.1.53.Final;io.netty:netty-transport-native-epoll:4.1.53.Final;com.fasterxml.jackson.core:jackson-annotations:2.10.4;org.apache.httpcomponents:httpcore:4.4.11;io.github.vigoo:zio-aws-lakeformation_2.12:3.15.35.3;org.scala-lang:scala-library:2.12.12;com.fasterxml.jackson.core:jackson-databind:2.10.4;io.netty:netty-codec-http:4.1.53.Final;io.netty:netty-codec:4.1.53.Final;org.reactivestreams:reactive-streams:1.0.3;com.typesafe.netty:netty-reactive-streams:2.0.4;software.amazon.awssdk:aws-core:2.15.35;com.fasterxml.jackson.core:jackson-core:2.10.4;software.amazon.awssdk:regions:2.15.35;com.typesafe.netty:netty-reactive-streams-http:2.0.4;commons-codec:commons-codec:1.11;io.netty:netty-handler:4.1.53.Final;software.amazon.awssdk:utils:2.15.35;software.amazon.eventstream:eventstream:1.0.1;dev.zio:izumi-reflect_2.12:1.0.0-M9;software.amazon.awssdk:metrics-spi:2.15.35;software.amazon.awssdk:sdk-core:2.15.35;software.amazon.awssdk:profiles:2.15.35;software.amazon.awssdk:aws-json-protocol:2.15.35;org.slf4j:slf4j-api:1.7.28
84,org.noear:luffy.queue.redis:1.0,1370,10152,9956,196,179,5279,13762,10426,44825,org.apache.commons:commons-pool2:2.6.2;redis.clients:jedis:3.2.0;org.slf4j:slf4j-api:1.7.25;org.noear:luffy.queue.redis:1.0
85,org.apache.aries.cdi:org.apache.aries.cdi.extension.jaxrs:1.1.2,707,4602,4560,42,71,743,967,742,886,org.apache.aries.cdi:org.apache.aries.cdi.extension.spi:1.1.2;org.apache.geronimo.specs:geronimo-jcdi_2.0_spec:1.1;org.apache.geronimo.specs:geronimo-atinject_1.0_spec:1.1;org.apache.aries.cdi:org.apache.aries.cdi.spi:1.1.2;org.osgi:org.osgi.service.jaxrs:1.0.0;org.apache.aries.cdi:org.apache.aries.cdi.extension.jaxrs:1.1.2;org.apache.geronimo.specs:geronimo-annotation_1.3_spec:1.3;org.apache.geronimo.specs:geronimo-jaxrs_2.1_spec:1.1;org.osgi:org.osgi.service.cdi:1.0.0;org.apache.aries.cdi:org.apache.aries.cdi.extra:1.1.2;org.apache.geronimo.specs:geronimo-interceptor_1.2_spec:1.1
86,io.oss84.geotools:gt-epsg-wkt:24.2,8786,24403,23316,1087,422,27340,232994,26599,200466,io.oss84.geotools:gt-opengis:24.2;javax.inject:javax.inject:1;net.sf.geographiclib:GeographicLib-Java:1.49;si.uom:si-units:2.0.1;org.eclipse.emf:org.eclipse.emf.common:2.15.0;io.oss84.geotools:gt-referencing:24.2;it.geosolutions.jgridshift:jgridshift-core:1.3;org.apache.commons:commons-lang3:3.8.1;tech.uom.lib:uom-lib-common:2.0;org.ejml:ejml-core:0.34;systems.uom:systems-common:2.0.1;javax.measure:unit-api:2.0;org.ejml:ejml-ddense:0.34;org.eclipse.emf:org.eclipse.emf.ecore.xmi:2.15.0;io.oss84.geotools.ogc:org.w3.xlink:24.2;io.oss84.geotools:gt-epsg-wkt:24.2;jakarta.annotation:jakarta.annotation-api:1.3.4;org.eclipse.emf:org.eclipse.emf.ecore:2.15.0;commons-pool:commons-pool:1.5.4;io.oss84.geotools:gt-metadata:24.2;si.uom:si-quantity:2.0.1;tech.units:indriya:2.0.2;javax.media:jai_core:1.1.3;io.oss84.geotools.ogc:net.opengis.ows:24.2
87,io.liftwizard:liftwizard-bundle-auth-filter:0.10.0,0,90016,77441,12575,1592,0,0,184004,3617274,io.dropwizard.metrics:metrics-servlets:4.1.14;io.dropwizard.metrics:metrics-json:4.1.14;org.glassfish.hk2:hk2-locator:2.5.0-b32;javax.ws.rs:javax.ws.rs-api:2.1.1;io.dropwizard:dropwizard-metrics:1.3.27;io.dropwizard.metrics:metrics-healthchecks:4.1.14;io.dropwizard.metrics:metrics-core:4.1.14;com.fasterxml.jackson.module:jackson-module-parameter-names:2.9.10;joda-time:joda-time:2.10.8;io.dropwizard:dropwizard-jersey:1.3.27;org.glassfish.jersey.containers:jersey-container-servlet:2.25.1;io.dropwizard:dropwizard-validation:1.3.27;org.javassist:javassist:3.27.0-GA;io.dropwizard.metrics:metrics-logback:4.1.14;io.dropwizard:dropwizard-logging:1.3.27;javax.servlet:javax.servlet-api:3.1.0;ch.qos.logback:logback-core:1.2.3;org.eclipse.jetty:jetty-continuation:9.4.33.v20201020;org.slf4j:slf4j-api:1.7.30;org.glassfish.jersey.ext:jersey-metainf-services:2.25.1;org.glassfish.jersey.bundles.repackaged:jersey-guava:2.25.1;com.fasterxml.jackson.datatype:jackson-datatype-joda:2.9.10;io.liftwizard:liftwizard-config-auth-filter:0.10.0;io.liftwizard:liftwizard-servlet-logging-mdc-clear-keys:0.10.0;io.dropwizard:dropwizard-servlets:1.3.27;org.slf4j:jul-to-slf4j:1.7.30;org.glassfish.hk2:hk2-utils:2.5.0-b32;javax.annotation:javax.annotation-api:1.3.2;org.jboss.logging:jboss-logging:3.3.0.Final;org.eclipse.jetty:jetty-io:9.4.33.v20201020;com.helger:profiler:1.1.1;org.eclipse.collections:eclipse-collections:10.4.0;org.eclipse.jetty:jetty-security:9.4.33.v20201020;org.glassfish.jersey.core:jersey-common:2.25.1;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.10;org.slf4j:jcl-over-slf4j:1.7.30;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.9.10;org.eclipse.collections:eclipse-collections-api:10.4.0;org.hibernate:hibernate-validator:5.4.3.Final;org.apache.commons:commons-lang3:3.11;org.eclipse.jetty:jetty-servlets:9.4.33.v20201020;com.google.errorprone:error_prone_annotations:2.3.4;io.liftwizard:liftwizard-bundle-auth-filter:0.10.0;io.dropwizard:dropwizard-core:1.3.27;org.glassfish.hk2.external:aopalliance-repackaged:2.5.0-b32;io.dropwizard.metrics:metrics-jersey2:4.1.14;org.glassfish.jersey.containers:jersey-container-servlet-core:2.25.1;com.google.code.findbugs:jsr305:3.0.2;io.dropwizard:dropwizard-jackson:1.3.27;org.glassfish.jersey.core:jersey-server:2.25.1;io.liftwizard:liftwizard-bundle-prioritized-api:0.10.0;ch.qos.logback:logback-classic:1.2.3;io.dropwizard:dropwizard-auth:1.3.27;com.fasterxml.jackson.module:jackson-module-afterburner:2.9.10;javax.xml.bind:jaxb-api:2.3.1;io.dropwizard:dropwizard-lifecycle:1.3.27;com.google.guava:guava:30.0-jre;org.apache.commons:commons-text:1.9;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.9.10;net.sourceforge.argparse4j:argparse4j:0.8.1;com.fasterxml.jackson.datatype:jackson-datatype-guava:2.9.10;org.eclipse.jetty:jetty-server:9.4.33.v20201020;io.dropwizard.metrics:metrics-jvm:4.1.14;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.fasterxml.jackson.core:jackson-core:2.9.10;com.fasterxml.jackson.core:jackson-annotations:2.11.3;org.glassfish.jersey.ext:jersey-bean-validation:2.25.1;org.glassfish:javax.el:3.0.0;io.dropwizard.metrics:metrics-annotation:4.1.14;org.glassfish.hk2.external:javax.inject:2.5.0-b32;org.glassfish.hk2:osgi-resource-locator:1.0.1;com.google.j2objc:j2objc-annotations:1.3;javax.activation:javax.activation-api:1.2.0;io.dropwizard:dropwizard-jetty:1.3.27;org.eclipse.jetty:jetty-webapp:9.4.33.v20201020;com.google.guava:failureaccess:1.0.1;org.checkerframework:checker-qual:3.5.0;org.eclipse.jetty:jetty-util:9.4.33.v20201020;org.eclipse.jetty.toolchain.setuid:jetty-setuid-java:1.0.4;com.fasterxml.jackson.core:jackson-databind:2.9.10.6;org.eclipse.jetty:jetty-http:9.4.33.v20201020;io.dropwizard.metrics:metrics-jmx:4.1.14;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.10;io.dropwizard.metrics:metrics-jetty9:4.1.14;com.fasterxml:classmate:1.3.1;org.yaml:snakeyaml:1.23;io.dropwizard:dropwizard-configuration:1.3.27;org.slf4j:log4j-over-slf4j:1.7.30;org.glassfish.jersey.media:jersey-media-jaxb:2.25.1;org.glassfish.jersey.core:jersey-client:2.25.1;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.9.10;org.eclipse.jetty:jetty-xml:9.4.33.v20201020;ch.qos.logback:logback-access:1.2.3;io.dropwizard:dropwizard-util:1.3.27;org.glassfish.hk2:hk2-api:2.5.0-b32;io.dropwizard:dropwizard-request-logging:1.3.27;javax.validation:validation-api:1.1.0.Final;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.9.10;org.eclipse.jetty:jetty-servlet:9.4.33.v20201020
88,io.monix:monix-kafka-11_2.12:1.0.0-RC7,0,81157,44237,36920,13761,0,0,210234,8940013,io.monix:monix-eval_2.12:3.3.0;com.typesafe.scala-logging:scala-logging_2.12:3.9.2;org.typelevel:cats-macros_2.12:2.1.1;org.typelevel:cats-core_2.12:2.1.1;io.monix:monix-internal-jctools_2.12:3.3.0;org.reactivestreams:reactive-streams:1.0.3;org.apache.kafka:kafka-clients:0.11.0.3;io.monix:monix-catnap_2.12:3.3.0;com.typesafe:config:1.4.1;io.monix:implicitbox_2.12:0.2.0;org.scala-lang.modules:scala-collection-compat_2.12:2.3.2;io.monix:monix-kafka-11_2.12:1.0.0-RC7;org.xerial.snappy:snappy-java:1.1.2.6;net.jpountz.lz4:lz4:1.3.0;org.typelevel:cats-effect_2.12:2.1.4;org.scala-lang:scala-library:2.12.10;org.slf4j:slf4j-api:1.7.25;io.monix:monix-execution_2.12:3.3.0;org.typelevel:cats-kernel_2.12:2.1.1;io.monix:monix-reactive_2.12:3.3.0;org.slf4j:log4j-over-slf4j:1.7.30;org.scala-lang:scala-reflect:2.12.7
89,org.drools:drools-workbench-models-guided-template:7.46.0.Final,14798,49486,47847,1639,427,44766,430701,44235,356125,org.drools:drools-workbench-models-commons:7.46.0.Final;org.kie.soup:kie-soup-project-datamodel-api:7.46.0.Final;com.thoughtworks.xstream:xstream:1.4.11.1;xpp3:xpp3_min:1.1.4c;org.drools:drools-core:7.46.0.Final;org.mvel:mvel2:2.4.10.Final;org.drools:drools-compiler:7.46.0.Final;org.antlr:antlr-runtime:3.5.2;org.kie.soup:kie-soup-maven-support:7.46.0.Final;org.kie.soup:kie-soup-xstream:7.46.0.Final;org.kie:kie-api:7.46.0.Final;org.apache.commons:commons-lang3:3.9;org.kie:kie-internal:7.46.0.Final;org.drools:drools-mvel:7.46.0.Final;xmlpull:xmlpull:1.1.3.1;org.drools:drools-templates:7.46.0.Final;org.drools:drools-workbench-models-guided-template:7.46.0.Final;org.drools:drools-core-dynamic:7.46.0.Final;commons-codec:commons-codec:1.11;org.slf4j:slf4j-api:1.7.26;org.kie.soup:kie-soup-commons:7.46.0.Final;org.drools:drools-core-reflective:7.46.0.Final;org.kie.soup:kie-soup-project-datamodel-commons:7.46.0.Final;org.drools:drools-workbench-models-datamodel-api:7.46.0.Final
90,com.github.lotsabackscatter:vaadin-masonry-cards:1.2,13018,32957,31210,1747,602,39397,702780,39495,596693,com.google.code.gson:gson:2.2.4;com.vaadin:vaadin-shared:7.1.15;com.vaadin:vaadin-shared-deps:1.0.2;com.github.lotsabackscatter:vaadin-masonry-cards:1.2;org.w3c.css:sac:1.3;commons-logging:commons-logging:1.1.1;net.sourceforge.cssparser:cssparser:0.9.5;com.google.guava:guava:17.0;com.vaadin:vaadin-server:7.1.15;org.jsoup:jsoup:1.6.3;com.google.code.findbugs:jsr305:2.0.3;com.vaadin:vaadin-theme-compiler:7.1.15;org.apache.commons:commons-jexl:2.1.1;commons-cli:commons-cli:1.2
91,com.github.atool:fluent-mybatis-test:1.3.1,0,12251,11965,286,198,0,0,11294,45869,org.springframework:spring-beans:4.3.14.RELEASE;org.mybatis:mybatis:3.5.2;com.github.atool:fluent-mybatis-processor:1.3.1;org.springframework:spring-core:4.3.14.RELEASE;com.squareup:javapoet:1.13.0;com.github.atool:fluent-mybatis:1.3.1;org.mybatis:mybatis-spring:2.0.2;commons-logging:commons-logging:1.2;com.github.atool:fluent-mybatis-test:1.3.1;org.springframework:spring-aop:4.3.14.RELEASE;org.springframework:spring-expression:4.3.14.RELEASE;org.springframework:spring-context:4.3.14.RELEASE
92,com.github.skjolber.logback-logstash-syntax-highlighting-decorators:logback-logstash-syntax-highlighting-decorators:1.0.4,4699,14796,14346,450,174,21585,98057,21184,85417,com.fasterxml.jackson.core:jackson-core:2.12.1;com.github.skjolber.logback-logstash-syntax-highlighting-decorators:logback-logstash-syntax-highlighting-decorators:1.0.4;org.apache.commons:commons-lang3:3.11;ch.qos.logback:logback-core:1.2.3;org.slf4j:slf4j-api:1.7.30;com.fasterxml.jackson.core:jackson-annotations:2.12.0;net.logstash.logback:logstash-logback-encoder:6.6;com.github.skjolber.jackson:jackson-syntax-highlight:1.0.5;com.fasterxml.jackson.core:jackson-databind:2.12.0;org.apache.commons:commons-text:1.9;ch.qos.logback:logback-classic:1.2.3
93,ch.cern.hbase:hbase-hadoop-compat:2.1.3_1,0,93237,81268,11969,1476,0,0,126164,3911008,com.jcraft:jsch:0.1.54;com.jamesmurty.utils:java-xmlbuilder:0.4;javax.activation:activation:1.1;org.slf4j:slf4j-log4j12:1.7.10;org.apache.directory.api:api-asn1-api:1.0.0-M20;org.apache.commons:commons-math3:3.1.1;org.apache.zookeeper:zookeeper:3.4.6;ch.cern.hbase:hbase-common:2.1.3_1;com.sun.jersey:jersey-core:1.9;org.apache.curator:curator-client:2.7.1;javax.xml.stream:stax-api:1.0-2;org.apache.htrace:htrace-core4:4.2.0-incubating;org.mortbay.jetty:jetty-sslengine:6.1.26;commons-logging:commons-logging:1.1.3;commons-lang:commons-lang:2.6;org.apache.directory.server:apacheds-kerberos-codec:2.0.0-M15;org.tukaani:xz:1.0;org.xerial.snappy:snappy-java:1.0.4.1;org.mortbay.jetty:jetty-util:6.1.26;org.apache.commons:commons-compress:1.4.1;org.apache.commons:commons-lang3:3.6;commons-io:commons-io:2.5;org.apache.commons:commons-crypto:1.0.0;commons-codec:commons-codec:1.10;org.apache.hadoop:hadoop-auth:2.7.7;org.apache.curator:curator-recipes:2.7.1;com.github.stephenc.findbugs:findbugs-annotations:1.3.9-1;com.google.guava:guava:11.0.2;com.sun.jersey:jersey-server:1.9;org.apache.htrace:htrace-core:3.1.0-incubating;org.slf4j:slf4j-api:1.7.25;commons-collections:commons-collections:3.2.2;com.fasterxml.jackson.core:jackson-annotations:2.9.0;org.apache.yetus:audience-annotations:0.5.0;org.apache.hadoop:hadoop-common:2.7.7;com.thoughtworks.paranamer:paranamer:2.3;com.google.code.gson:gson:2.2.4;commons-httpclient:commons-httpclient:3.1;javax.xml.bind:jaxb-api:2.2.2;commons-configuration:commons-configuration:1.6;ch.cern.hbase:hbase-metrics-api:2.1.3_1;commons-net:commons-net:3.1;com.fasterxml.jackson.core:jackson-databind:2.9.2;org.apache.httpcomponents:httpclient:4.1.2;log4j:log4j:1.2.17;com.fasterxml.jackson.core:jackson-core:2.9.2;com.google.protobuf:protobuf-java:2.5.0;org.apache.hbase.thirdparty:hbase-shaded-miscellaneous:2.1.0;asm:asm:3.1;org.codehaus.jackson:jackson-xc:1.8.3;xmlenc:xmlenc:0.52;org.apache.curator:curator-framework:2.7.1;org.apache.hadoop:hadoop-annotations:2.7.7;org.codehaus.jettison:jettison:1.1;com.sun.xml.bind:jaxb-impl:2.2.3-1;commons-digester:commons-digester:1.8;org.apache.directory.api:api-util:1.0.0-M20;net.java.dev.jets3t:jets3t:0.9.0;org.apache.avro:avro:1.7.4;commons-beanutils:commons-beanutils-core:1.8.0;ch.cern.hbase:hbase-hadoop-compat:2.1.3_1;org.codehaus.jackson:jackson-jaxrs:1.8.3;org.mortbay.jetty:jetty:6.1.26;org.apache.httpcomponents:httpcore:4.1.2;commons-cli:commons-cli:1.2;com.sun.jersey:jersey-json:1.9;org.apache.directory.server:apacheds-i18n:2.0.0-M15
94,de.sciss:lucre-bdb_2.12:4.4.0,18313,53078,42142,10936,10715,81379,1541509,80798,1484172,de.sciss:bdb-je:7.5.11;de.sciss:lucre-data_2.12:4.4.0;de.sciss:lucre-geom_2.12:4.4.0;org.scala-lang:scala-library:2.12.12;de.sciss:lucre-base_2.12:4.4.0;de.sciss:serial_2.12:2.0.1;de.sciss:lucre-bdb_2.12:4.4.0;org.scala-stm:scala-stm_2.12:0.11.0;de.sciss:equal_2.12:0.1.6;de.sciss:lucre-core_2.12:4.4.0;de.sciss:log_2.12:0.1.1;de.sciss:model_2.12:0.3.5
