number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
5562,com.squareup.okhttp3:okhttp:3.8.0,1,3102,1567,0
5563,xom:xom:1.2.5,1,1589,1928,0
5564,org.apache.lucene:lucene-queries:5.3.1,1,498,949,0
5565,org.appdapter:ext.bundle.jena_all_2_13_0:1.2.4,1,1660,2828,0
5566,org.netbeans.modules:org-netbeans-modules-editor-errorstripe:RELEASE122,1,0,0,0
5567,org.netbeans.modules:org-netbeans-modules-editor-errorstripe:RELEASE123,1,113,172,0
5568,org.langrid:jp.go.nict.langrid.commons:1.1.2,1,2004,2417,0
5569,com.squareup.okhttp3:okhttp:3.8.1,1,1070,1567,0
5570,org.apache.maven.wagon:wagon-provider-api:3.0.0,1,141,366,0
5571,com.jwebmp.plugins.javascript:jwebmp-globalize:1.1.0.7-jre14,1,15,0,0
5572,org.netbeans.modules:org-netbeans-modules-editor-errorstripe:RELEASE121,1,99,172,0
5573,software.amazon.awscdk:sqs:1.119.0,1,237,467,0
5574,org.sonatype.sisu.inject:guice-assistedinject:3.2.6,1,222,125,0
5575,io.debezium:debezium-connector-mysql:1.0.0.Final,1,2020,1814,0
5576,org.eclipse.platform:org.eclipse.swt.gtk.linux.x86_64:3.116.0,1,14065,9667,0
5577,org.springframework.boot:spring-boot-starter-integration:2.3.9.RELEASE,1,44,0,0
5578,org.kie.kogito:kogito-dmn:1.3.0.Final,1,77,180,0
5579,io.circe:circe-numbers_2.12:0.13.0,1,97,74,0
5580,com.google.guava:guava:15.0,1,4807,12687,0
5581,org.pac4j:pac4j-config:2.2.0,1,109,160,0
5582,org.eclipse.jetty.websocket:websocket-client:9.4.34.v20201102,1,89,193,0
5583,com.twitter:finagle-netty4-http_2.12:6.45.0,1,146,342,0
5584,com.outr:profig-macros_2.12:3.0.4,1,137,216,0
5585,org.mitre.dsmiley.httpproxy:smiley-http-proxy-servlet:1.10,1,50,38,0
5586,org.openscience.cdk:cdk-libiocml:1.5.14,1,267,87,0
5587,org.wildfly.core:wildfly-server:14.0.0.Beta1,1,2484,4186,0
5588,ru.tinkoff:typed-schema-finagle_2.13:0.13.1,1,739,2247,0
5589,org.eclipse.jetty:jetty-xml:8.1.1.v20120215,1,187,103,0
5590,tools.caroline:caroline-sdk-store:0.0.1,1,2164,0,0
5591,io.mosip.resident:resident-service:1.1.2,1,0,0,0
5592,io.netty:netty-handler-proxy:4.1.14.Final,1,47,95,0
5593,org.dotwebstack.framework:core:0.3.3,1,733,865,0
5594,org.mvel:mvel2:2.4.7.Final,1,4163,3788,0
5595,cz.o2.proxima:proxima-direct-io-http:0.6.0-jdk11,1,6184,3128,0
5596,org.apache.camel:camel-core-languages:3.5.0,1,0,0,0
5597,io.github.gciatto:kt-math-js:0.3.3,1,32,0,0
5598,org.dotwebstack.framework:core:0.3.2,1,1474,852,0
5599,io.smallrye.reactive:smallrye-axle-core:1.2.2,1,2537,6391,0
5600,io.airlift:concurrent:203,1,114,222,0
5601,io.chrisdavenport:log4cats-noop_2.13:1.1.1,1,37,39,0
5602,org.netbeans.api:org-netbeans-swing-plaf:RELEASE122,1,0,0,0
5603,org.springframework.boot:spring-boot-starter-thymeleaf:1.5.18.RELEASE,1,31,0,0
5604,org.netbeans.api:org-netbeans-swing-plaf:RELEASE123,1,437,430,0
5605,org.netbeans.api:org-netbeans-swing-plaf:RELEASE121,1,235,430,0
5606,com.guicedee:guiced-injection:1.1.0.7-jre14,1,22,0,0
5607,org.codehaus.groovy:groovy-ant:2.5.11,1,201,327,0
5608,com.proofpoint.platform:reporting:2.38,1,155,400,0
5609,org.parboiled:parboiled-scala_2.10:1.1.4,1,552,1540,0
5610,io.netty:netty-resolver-dns:4.1.53.Final,1,376,650,0
5611,io.helidon.security.providers:helidon-security-providers-oidc:1.4.8,1,76,301,0
5612,ru.tinkoff:typed-schema-swagger_2.12:0.14.2,1,1375,7484,0
5613,com.typesafe.play:play-functional_2.12:2.7.4,1,694,1980,0
5614,com.netflix.rxjava:rxjava-math:0.20.6,1,0,0,0
5615,org.springframework.boot:spring-boot:2.2.6.RELEASE,1,0,0,0
5616,com.twitter:util-registry_2.12:6.45.0,1,110,255,0
5617,com.fasterxml:classmate:1.1.0,1,225,372,0
5618,org.springframework.boot:spring-boot-starter-test:2.1.6.RELEASE,1,15,0,0
5619,com.amazonaws:aws-java-sdk-core:1.11.443,1,1362,4855,0
5620,org.eclipse.jetty:jetty-client:9.4.34.v20201102,1,738,1721,0
5621,com.manydesigns:portofino-modules:5.2.0,1,20,8,0
5622,com.nu-art-software:nu-art-core:1.2.30,1,467,647,0
5623,com.thaiopensource:jing:20091111,1,2036,4003,0
5624,org.codehaus.groovy:groovy-xml:2.4.12,1,332,1171,0
5625,org.seleniumhq.selenium:selenium-support:2.29.0,1,248,634,0
5626,io.liftwizard:liftwizard-bundle-auth-filter:0.10.0,1,3008,31,0
5627,io.netty:netty-codec:4.0.44.Final,1,262,738,0
5628,com.github.lotsabackscatter:vaadin-masonry-cards:1.2,1,2935,21,0
5629,org.kie:kie-dmn-model:7.48.0.Final,1,0,0,0
5630,com.typesafe.play:twirl-api_2.11:1.1.1,1,83,227,0
5631,org.apache.hadoop:hadoop-auth:2.6.5,1,144,209,0
5632,org.mindrot:jbcrypt:0.4,1,110,16,0
5633,com.graphql-java:graphql-java:13.0,1,4813,11422,0
5634,org.jvnet.staxex:stax-ex:1.7.8,1,123,198,0
5635,org.kie.workbench.forms:kie-wb-common-dynamic-forms-client:7.44.0.Final,1,271,1039,0
5636,org.openforis.commons:of-commons-web-spring:0.1.25,1,2431,8,0
5637,org.codehaus.groovy:groovy-xml:2.4.15,1,407,1172,0
5638,org.jboss.pnc:mapper:2.0.2,1,219,381,0
5639,org.webjars.npm:define-properties:1.1.3,1,40,0,0
5640,org.apache.camel:camel-zendesk:2.25.3,1,3036,268,0
5641,org.digidoc4j.dss:dss-diagnostic-jaxb:5.7.d4j.2,1,0,0,0
5642,org.eclipse.jetty:jetty-io:8.1.7.v20120910,1,294,681,0
5643,io.netty:netty:3.7.0.Final,1,3952,5926,0
5644,org.eclipse.jetty:jetty-servlets:9.4.20.v20190813,1,272,287,0
5645,org.scala-lang:scala-library:2.13.1,1,19710,49992,0
5646,org.scala-lang:scala-library:2.13.2,1,25830,50913,0
5647,org.scala-lang:scala-library:2.13.0,1,0,0,0
5648,org.scala-lang:scala-library:2.13.5,1,28463,51384,0
5649,org.scala-lang:scala-library:2.13.3,1,20098,51210,0
5650,org.webjars.npm:source-map:0.5.7,1,0,0,0
5651,org.scala-lang:scala-library:2.13.4,1,20809,51345,0
5652,org.kie.soup:kie-soup-xstream:7.50.0.Final,1,43,50,0
5653,com.vaadin:vaadin-date-picker-flow:2.2.3,1,101,307,0
5654,io.helidon.security.abac:helidon-security-abac-policy:1.4.8,1,32,75,0
5655,com.github.catalpaflat:module-push:1.0.0,1,3071,71,0
5656,org.springframework.boot:spring-boot:1.4.2.RELEASE,1,1218,2631,0
5657,org.glassfish.grizzly:grizzly-http2:3.0.0,1,626,1400,0
5658,org.springframework.cloud.stream.app:app-starters-micrometer-common:2.1.6.RELEASE,1,43,27,0
5659,io.avaje:classpath-scanner:4.2,1,139,117,0
5660,org.springframework.boot:spring-boot-starter-actuator:2.0.2.RELEASE,1,16,0,0
5661,org.locationtech.geomesa:geomesa-arrow-jts:2.4.2,1,138,179,0
5662,org.codehaus.plexus:plexus-utils:1.5.15,1,853,1258,0
5663,org.ff4j:ff4j-store-jcache:1.8.11,1,650,89,0
5664,io.netty:netty-codec-socks:4.1.14.Final,1,174,410,0
5665,org.eclipse.jetty:jetty-io:9.4.34.v20201102,1,670,950,0
5666,io.netty:netty-handler:4.1.55.Final,1,885,2314,0
5667,org.specs2:specs2-common_2.13:4.7.0,1,7053,24187,0
5668,com.amazonaws:aws-java-sdk-core:1.11.497,1,1319,4928,0
5669,io.github.lukehutch:fast-classpath-scanner:2.21,1,1348,1075,0
5670,org.apereo.cas:cas-server-support-configuration-cloud-vault:6.3.1,1,1981,0,0
5671,commons-pool:commons-pool:1.6,1,503,686,0
5672,org.wso2.carbon:org.wso2.carbon.queuing:4.6.2-m4,1,24,24,0
5673,io.quarkus:quarkus-core-deployment:1.7.2.Final,1,2397,3037,0
5674,commons-pool:commons-pool:1.3,1,0,0,0
5675,software.amazon.awscdk:ec2:1.72.0,1,2042,8373,0
5676,org.dkpro.core:dkpro-core-io-penntree-asl:2.2.0,1,0,0,0
5677,org.wso2.carbon:javax.cache.wso2:4.6.2-m4,1,194,509,0
5678,de.averbis.textanalysis:observation-typesystem:2.38.0,1,276,608,0
5679,com.helger.schematron:ph-schematron-xslt:6.0.1,1,64,93,0
5680,com.daml:ledger-api-health_2.12:1.6.0-snapshot.20201007.5314.0.b4a47d0b,1,41,73,0
5681,org.apache.maven:maven-archiver:3.5.0,1,70,91,0
5682,org.ejml:equation:0.30,1,310,468,0
5683,org.apache.bookkeeper:bookkeeper-proto:4.10.0,1,1065,5076,0
5684,net.anwiba.commons.tools:anwiba-tools-generator-bean:1.1.121,1,641,435,0
5685,com.mchange:jsonrpc-client_2.10:0.0.10,1,145,393,0
5686,org.apache.maven:maven-settings-builder:3.0,1,92,130,0
5687,org.apache.aries.rsa:org.apache.aries.rsa.spi:1.16.0,1,40,18,0
5688,org.eclipse.xtext:org.eclipse.xtext.xbase.lib:2.9.0.beta6,1,246,1321,0
5689,org.springframework.cloud:spring-cloud-starter:3.0.0,1,50,0,0
5690,io.grpc:grpc-protobuf-nano:1.0.1,1,38,13,0
5691,io.github.m-m-m:mmm-value:0.2.0,1,39,10,0
5692,com.twitter:inject-utils_2.11:21.2.0,1,276,1131,0
5693,io.helidon.common:helidon-common-media-type:2.1.0,1,0,0,0
5694,org.wso2.carbon:org.wso2.carbon.core.common:4.6.1,1,20,25,0
5695,org.xerial.snappy:snappy-java:1.1.8.2,1,278,386,0
5696,io.zipkin.brave:brave-instrumentation-kafka-clients:5.6.1,1,71,97,0
5697,io.quarkus:quarkus-caffeine:1.10.3.Final,1,17,1,0
5698,io.datarouter:datarouter-copy-table:0.0.64,1,0,0,0
5699,dk.brics.automaton:automaton:1.11-8,1,384,370,0
5700,io.quarkus:quarkus-bootstrap-app-model:1.7.2.Final,1,59,195,0
5701,com.amazonaws:aws-java-sdk-core:1.11.477,1,1403,4892,0
5702,io.grpc:grpc-okhttp:1.0.1,1,334,584,0
5703,org.apache.calcite:calcite-avatica:1.2.0-incubating,1,0,0,0
5704,io.reactivex:rxnetty-servo:0.4.9,1,52,281,0
5705,org.uberfire:uberfire-widgets-properties-editor-api:7.50.0.Final,1,70,115,0
5706,com.google.zxing:javase:3.3.3,1,100,84,0
5707,io.grpc:grpc-context:1.8.0,1,201,142,0
5708,org.apache.camel:camel-base:3.7.1,1,217,617,0
5709,org.apache.camel:camel-base:3.7.0,1,225,616,0
5710,com.squareup.okhttp:logging-interceptor:2.7.5,1,0,0,0
5711,org.kie.workbench.stunner:kie-wb-common-stunner-svg-client:7.50.0.Final,1,76,230,0
5712,org.apache.camel:camel-base:3.7.3,1,238,617,0
5713,io.opentelemetry:opentelemetry-context:1.0.0,1,182,225,0
5714,io.opentelemetry:opentelemetry-context:1.0.1,1,101,225,0
5715,cn.stylefeng.roses:config-api:7.0.1,1,59,21,0
5716,org.netbeans.modules:org-netbeans-modules-maven-indexer:RELEASE121,1,397,634,0
5717,cn.stylefeng.roses:config-api:7.0.0,1,83,21,0
5718,org.lz4:lz4-java:1.4.0,1,139,535,0
5719,org.netbeans.modules:org-netbeans-modules-maven-indexer:RELEASE123,1,643,634,0
5720,org.lz4:lz4-java:1.4.1,1,123,535,0
5721,org.springframework.cloud:spring-cloud-starter-netflix-archaius:1.4.0.RELEASE,1,14,0,0
5722,com.sun.xml.stream.buffer:streambuffer:1.5.7,1,245,421,0
5723,io.dropwizard.metrics5:metrics-core:5.0.0-rc4,1,1829,757,0
5724,org.springframework:spring-core:3.1.1.RELEASE,1,1946,2366,0
5725,com.squareup.okhttp:logging-interceptor:2.7.0,1,46,16,0
5726,com.squareup.okhttp:logging-interceptor:2.7.2,1,44,16,0
5727,org.refcodes:refcodes-component:2.1.1,1,177,716,0
5728,org.uberfire:uberfire-workingset-api:7.48.0.Final,1,25,103,0
5729,com.aliyun:tea-util:0.2.10,1,261,41,0
5730,org.eclipse.jetty:jetty-alpn-server:9.4.32.v20200930,1,46,8,0
5731,org.apache.camel:camel-xml-jaxp:3.4.4,1,440,926,0
5732,org.apache.camel:camel-vm:3.5.0,1,30,22,0
5733,org.eclipse.dirigible:dirigible-database-persistence:5.8.4,1,768,254,0
5734,org.springframework:spring-core:5.1.4.RELEASE,1,5486,6704,0
5735,org.web3j:utils:4.8.4,1,0,0,0
5736,com.twitter:util-app_2.12:20.12.0,1,421,1312,0
5737,org.checkerframework:checker-qual:2.5.2,1,0,0,0
5738,org.springframework.boot:spring-boot-starter:2.3.0.RELEASE,1,15,0,0
5739,org.mybatis:mybatis-spring:1.3.2,1,159,204,0
5740,dev.zio:zio_0.26:1.0.1,1,0,0,0
5741,software.amazon.awscdk:elasticsearch:1.89.0,1,211,869,0
5742,org.apache.hive:hive-service:1.2.2,1,0,0,0
5743,com.twitter:util-core_2.11:21.2.0,1,1935,8719,0
5744,org.apereo.inspektr:inspektr-support-spring:1.7.GA,1,35,41,0
5745,org.apache.camel:camel-cluster:3.7.3,1,79,136,0
5746,org.scalatest:scalatest-wordspec_2.11:3.2.2,1,215,1196,0
5747,org.springframework.cloud:spring-cloud-consul-core:1.3.6.RELEASE,1,40,73,0
5748,net.sourceforge.htmlunit:htmlunit-core-js:2.38.0,1,11109,5439,0
5749,io.agroal:agroal-api:1.9,1,0,0,0
5750,org.apache.rampart:rampart-trust:1.6.1-wso2v42,1,0,0,0
5751,org.bouncycastle:bcprov-ext-jdk16:1.46,1,6791,8515,0
5752,org.apache.rampart:rampart-trust:1.6.1-wso2v41,1,0,0,0
5753,org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.1_spec:1.0.0.Beta1,1,21,8,0
5754,com.guicedee.services:jakarta.validation-api:1.1.1.2-jre14,1,0,0,0
5755,org.netbeans.api:org-netbeans-api-progress:RELEASE121,1,95,224,0
5756,org.netbeans.api:org-netbeans-api-progress:RELEASE122,1,0,0,0
5757,org.wso2.carbon:org.wso2.carbon.feature.mgt.core:4.5.3,1,0,0,0
5758,org.netbeans.api:org-netbeans-api-progress:RELEASE123,1,166,233,0
5759,com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.10,1,117,121,0
5760,org.bouncycastle:bcprov-jdk16:1.46,1,5562,8475,0
5761,org.apache.cxf:cxf-rt-databinding-jaxb:3.1.4,1,516,246,0
5762,org.mycore:mycore-base:2020.08,1,4637,10791,0
5763,org.apache.daffodil:daffodil-io_2.12:2.7.0,1,694,3459,0
5764,com.amazonaws:aws-java-sdk-workdocs:1.11.368,1,0,0,0
5765,com.google.http-client:google-http-client:1.38.0,1,428,1527,0
5766,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi-maven:3.1.4,1,13,1,0
5767,org.kie:kie-pmml-evaluator-assembler:7.50.0.Final,1,98,220,0
5768,org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-spi-maven:3.1.3,1,19,1,0
5769,com.github.jnr:jnr-x86asm:1.0.2,1,672,3054,0
5770,org.opengis.cite.saxon:saxon9:9.0.0.8,1,10624,10880,0
5771,io.netty:netty-handler:4.0.56.Final,1,1195,1704,0
5772,com.google.inject:guice:4.1.0,1,1226,3215,0
5773,org.glassfish.pfl:pfl-asm:4.1.0,1,1584,1597,0
5774,org.apache.httpcomponents.wso2:httpcore:4.3.0.wso2v1,1,0,0,0
5775,com.codahale.metrics:metrics-servlets:3.0.2,1,43,44,0
5776,org.glassfish.jersey.containers:jersey-container-servlet-core:2.29.1,1,99,242,0
5777,de.averbis.textanalysis:components-health-typesystem:2.38.0,1,58,95,0
5778,com.cloudbees.thirdparty:zendesk-java-client:0.6.2,1,312,1727,0
5779,org.apache.felix:org.apache.felix.shell.tui:1.0.0,1,0,0,0
5780,com.google.protobuf:protobuf-java-util:3.12.0,1,156,325,0
5781,com.google.protobuf:protobuf-java-util:3.12.2,1,152,325,0
5782,com.twitter:finagle-tunable_2.13:21.1.0,1,47,54,0
5783,com.google.protobuf:protobuf-java-util:3.12.4,1,125,325,0
5784,org.jboss.arquillian.test:arquillian-test-spi:1.1.1.Final,1,62,130,0
5785,com.sun.codemodel:codemodel:2.6,1,428,992,0
5786,org.appdapter:ext.bundle.apache_qpid_032:1.2.4,1,3240,9010,0
5787,org.geotools:gt-coverage:20.0,1,0,0,0
5788,org.kie.workbench.profile:kie-wb-common-profile-api:7.50.0.Final,1,51,59,0
5789,org.marketdesignresearch:mechlib:0.1.0,1,6025,3710,0
5790,org.apache.deltaspike.modules:deltaspike-proxy-module-impl-asm:1.9.4,1,0,0,0
5791,io.symphonia:lambda-logging:1.0.3,1,31,10,0
5792,com.github.yongyongwang:paas-swagger-annotations:0.0.1,1,39,19,0
5793,org.scalacheck:scalacheck_2.12:1.15.3,1,4189,16180,0
5794,io.vertx:vertx-jwt:3.9.4,1,312,90,0
5795,com.lmax:disruptor:3.3.6,1,223,473,0
5796,com.lmax:disruptor:3.3.7,1,198,480,0
5797,org.apache.logging.log4j:log4j-core:2.6.2,1,2424,4886,0
5798,org.apache.tomcat:tomcat-jsp-api:8.5.64,1,109,366,0
5799,com.vmware.photon.controller:photon-model:0.2.0,1,3115,156,0
5800,io.cucumber:datatable:3.5.0,1,0,0,0
5801,org.apache.hadoop:hadoop-mapreduce-client-app:2.6.5,1,882,1805,0
5802,com.google.protobuf:protobuf-java:3.6.1,1,3822,13949,0
5803,org.n52.sensorweb:52n-xml-sos-v100:2.7.0,1,1184,5540,0
5804,org.springframework:spring-asm:3.1.1.RELEASE,1,545,453,0
5805,org.osgi:osgi.core:7.0.0,1,1136,771,0
5806,org.springframework.cloud:spring-cloud-starter-netflix-eureka-client:1.4.5.RELEASE,1,15,0,0
5807,org.checkerframework:checker-compat-qual:2.0.0,1,91,148,0
5808,org.apache.cxf:cxf-integration-cdi:3.3.10,1,87,197,0
5809,net.n2oapp.framework:n2o-api:7.9.7,1,0,0,0
5810,io.quarkus:quarkus-container-image-spi:1.7.2.Final,1,14,29,0
5811,org.drools:drools-workbench-models-datamodel-api:7.50.0.Final,1,392,760,0
5812,org.n52.sensorweb:52n-xml-sosrf-v10:2.7.0,1,85,206,0
5813,net.guerlab.spring:guerlab-spring-commons:3.1.1,1,68,227,0
5814,io.gravitee.am.jwt:gravitee-am-jwt:3.4.4,1,2911,23,0
5815,com.sqlapp:sqlapp-core:0.8.19,1,11166,20794,0
5816,com.github.netcrusherorg:netcrusher-core:0.10,1,0,0,0
5817,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.application.mgt:5.16.56,1,0,0,0
5818,io.zipkin.brave:brave-instrumentation-kafka-streams:5.10.1,1,60,152,0
5819,com.softwaremill.sttp.model:core_sjs1_2.13:1.3.3,1,1057,4208,0
5820,com.ibm.cos:ibm-cos-java-sdk:2.9.1,1,2205,0,0
5821,org.ow2.easycommons:easycommons-properties:1.3.0,1,39,14,0
5822,net.sourceforge.plantuml:plantuml:8032,1,9283,13839,0
5823,org.eclipse.jetty:jetty-http:9.4.34.v20201102,1,722,985,0
5824,org.eclipse.jdt:org.eclipse.jdt.debug:3.17.200,1,2383,4731,0
5825,org.apache.camel.k:camel-k-core:1.6.0,1,49,2,0
5826,com.squareup.okhttp3:okhttp:4.2.2,1,1450,2533,0
5827,io.ultreia.java4all.i18n:i18n-spi:4.0-beta-14,1,191,293,0
5828,org.springframework:spring-core:5.1.9.RELEASE,1,3294,6663,0
5829,org.apache.parquet:parquet-encoding:1.11.0,1,7600,1965,0
5830,com.typesafe.akka:akka-remote_2.10:2.3.12,1,0,0,0
5831,org.wso2.carbon.identity.user.api:org.wso2.carbon.identity.rest.api.user.functionality.v1:1.1.21,1,3485,114,0
5832,org.kie.kogito:knative-eventing-addon:1.1.0.Final,1,36,49,0
5833,org.openscience.cdk:cdk-renderextra:1.5.14,1,111,191,0
5834,org.netbeans.modules:org-netbeans-modules-glassfish-eecommon:RELEASE123,1,451,483,0
5835,cglib:cglib:3.1,1,700,1355,0
5836,io.reactivex:rxjava:1.3.0,1,2100,5018,0
5837,com.zaxxer:SparseBitSet:1.2,1,197,127,0
5838,org.springframework.security:spring-security-core:5.1.8.RELEASE,1,795,1754,0
5839,org.ow2.asm:asm-analysis:7.1,1,176,155,0
5840,commons-dbcp.wso2:commons-dbcp:1.4.0.wso2v1,1,0,0,0
5841,org.hibernate:hibernate-entitymanager:5.2.18.Final,1,15,0,0
5842,org.springframework.boot:spring-boot:2.2.1.RELEASE,1,1831,5345,0
5843,io.gsonfire:gson-fire:1.8.4,1,0,0,0
5844,org.bytedeco.javacpp-presets:librealsense:1.12.1-1.4.3,1,102,667,0
5845,org.eclipse.kapua:kapua-translator-api:1.3.0,1,3478,38,0
5846,io.gsonfire:gson-fire:1.8.3,1,104,258,0
5847,org.springframework.boot:spring-boot-configuration-processor:1.5.9.RELEASE,1,108,228,0
5848,org.tpolecat:doobie-free_2.13:0.12.1,1,11839,40054,0
5849,io.gsonfire:gson-fire:1.8.1,1,0,0,0
5850,org.apache.camel:camel-microprofile-config:3.6.0,1,20,10,0
5851,org.webjars.npm:es-abstract:1.18.4,1,36,0,0
5852,org.elasticsearch.plugin:rank-eval-client:7.4.2,1,253,579,0
5853,io.reactivex:rxjava:1.3.8,1,2171,5054,0
5854,io.debezium:debezium-connector-sqlserver:1.0.0.Final,1,234,421,0
5855,io.opencensus:opencensus-api:0.10.0,1,230,1064,0
5856,org.roaringbitmap:RoaringBitmap:0.7.45,1,1594,2419,0
5857,org.apache.camel.quarkus:camel-quarkus-log:1.5.0,1,20,0,0
5858,org.johnnei:javatorrent-bittorrent-extension-ut-metadata:0.7.0,1,3920,158,0
5859,io.fluidsonic.raptor:raptor-core-jvm:0.9.3-kotlin-1.5,1,866,333,0
5860,io.dekorate:kubernetes-annotations:0.14.1,1,0,0,0
5861,com.github.fommil.netlib:netlib-native_ref-win-x86_64:1.1,1,0,0,0
5862,org.scommons.nodejs:scommons-nodejs-test_sjs0.6_2.12:0.3.0,1,42,39,0
5863,com.bazaarvoice.ostrich:ostrich-core:1.9.3,1,182,422,0
5864,org.eclipse.equinox:org.eclipse.equinox.registry:3.5.101,1,493,921,0
5865,org.apache.parquet:parquet-encoding:1.10.1,1,0,0,0
5866,org.kie.kogito:jbpm-flow:1.3.0.Final,1,1503,3769,0
5867,org.springframework:spring-aop:4.3.5.RELEASE,1,507,1520,0
5868,org.specs2:specs2-matcher_sjs1_2.13:4.10.6,1,8156,21185,0
5869,org.apache.htrace:htrace-core:3.1.0-incubating,1,2821,8314,0
5870,com.github.oshi:oshi-core:3.12.0,1,971,1409,0
5871,org.springframework.boot:spring-boot-starter-json:2.4.2,1,26,0,0
5872,com.squareup.okio:okio:1.4.0,1,170,475,0
5873,org.springframework.boot:spring-boot-starter-json:2.4.3,1,26,0,0
5874,org.apache.camel:camel-bean:3.5.0,1,320,415,0
5875,io.smallrye.reactive:smallrye-reactive-converter-rxjava3:2.2.0,1,3444,129,0
5876,org.springframework.boot:spring-boot-starter-json:2.4.0,1,46,0,0
5877,com.helger.web:ph-useragent:9.3.3,1,115,216,0
5878,org.sonatype.nexus:nexus-repository-metadata-api:2.14.20-02,1,27,22,0
5879,org.eclipse.jetty:jetty-jndi:9.4.38.v20210224,1,163,187,0
5880,com.vladsch.flexmark:flexmark-all:0.50.40,1,19,0,0
5881,org.apache.xbean:xbean-asm7-shaded:4.15,1,1476,1450,0
5882,com.twitter:finatra-thrift_2.13:21.1.0,1,5685,1253,0
5883,org.apache.xbean:xbean-asm7-shaded:4.12,1,1758,1507,0
5884,org.kie.kogito:drools-core:1.3.0.Final,1,205,458,0
5885,org.codehaus.groovy:groovy-groovysh:3.0.7,1,1763,3868,0
5886,org.apache.shardingsphere.elasticjob:elasticjob-error-handler-general:3.0.0-beta,1,22,16,0
5887,org.codehaus.groovy:groovy-groovysh:3.0.5,1,2247,3868,0
5888,org.springframework:spring-core:4.1.0.RELEASE,1,7392,4736,0
5889,org.apache.activemq:artemis-commons:2.6.2,1,773,1577,0
5890,org.springframework:spring-jdbc:5.2.7.RELEASE,1,933,2163,0
5891,org.springframework:spring-web:5.1.3.RELEASE,1,1959,7759,0
5892,org.codehaus.groovy:groovy-groovysh:3.0.4,1,1869,3868,0
5893,org.springframework.boot:spring-boot-configuration-metadata:1.5.8.RELEASE,1,48,124,0
5894,org.apache.nifi:nifi-utils:1.13.0,1,1235,754,0
5895,org.parboiled:parboiled-scala_2.11:1.1.7,1,263,1336,0
5896,org.kie.soup:kie-soup-project-datamodel-commons:7.48.0.Final,1,0,0,0
5897,org.codehaus.plexus:plexus-classworlds:2.5.1,1,170,267,0
5898,io.swagger:swagger-annotations:1.5.5,1,32,119,0
5899,org.codehaus.plexus:plexus-classworlds:2.5.2,1,159,268,0
5900,org.hamcrest:hamcrest:2.1,1,207,770,0
5901,org.apereo.cas:cas-server-core-api:5.0.10,1,23,10,0
5902,xerces.wso2:xercesImpl:2.8.1.wso2v2,1,0,0,0
5903,org.hamcrest:hamcrest:2.2,1,182,775,0
5904,io.grpc:grpc-core:1.33.1,1,895,2924,0
5905,org.osgi:org.osgi.annotation.versioning:1.0.0,1,21,1,0
5906,com.helger.web:ph-http:9.3.3,1,159,367,0
5907,com.h2database:h2-mvstore:1.4.200,1,1522,1855,0
5908,io.swagger:swagger-annotations:1.5.9,1,20,119,0
5909,org.projectlombok:lombok:1.16.4,1,0,0,0
5910,org.slf4j:jcl-over-slf4j:2.0.0-alpha1,1,85,149,0
5911,org.apache.camel:camel-util:3.6.0,1,501,760,0
5912,software.amazon.awssdk:profiles:2.13.75,1,0,0,0
5913,com.github.scribejava:scribejava-apis:2.5.3,1,101,524,0
5914,org.seleniumhq.selenium:selenium-leg-rc:2.46.0,1,339,816,0
5915,org.codehaus.groovy:groovy-datetime:3.0.7,1,65,207,0
5916,com.github.atool:fluent-mybatis-processor:1.3.1,1,565,387,0
5917,org.apache.logging.log4j:log4j-core:2.5,1,2106,4379,0
5918,org.opensaml:opensaml-saml-api:4.0.1,1,0,0,0
5919,io.helidon.common:helidon-common-context:1.4.8,1,30,114,0
5920,org.drools:kie-pmml:7.44.0.Final,1,946,3696,0
5921,org.glassfish.main.deployment:deployment-common:6.0.0-RC3,1,518,777,0
5922,com.outr:scribe-macros_sjs1_2.13:2.8.2,1,45,20,0
5923,org.apache.logging.log4j:log4j-core:2.7,1,2404,5384,0
5924,com.fasterxml:classmate:0.8.0,1,177,372,0
5925,org.quickperf:quick-perf-sql-annotations:1.0.1,1,1635,567,0
5926,io.quarkus:quarkus-core:1.11.1.Final,1,450,890,0
5927,org.springframework.boot:spring-boot-starter-freemarker:1.4.3.RELEASE,1,7,0,0
5928,nu.validator:jing:20200702VNU,1,1606,3493,0
5929,org.powermock:powermock-api-mockito:1.5,1,118,231,0
5930,org.mvel:mvel2:2.4.8.Final,1,5534,3790,0
5931,org.digidoc4j.dss:specs-xades:5.7.d4j.2,1,0,0,0
5932,org.codehaus.groovy:groovy-datetime:3.0.4,1,57,207,0
5933,org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces:2.11.0_1,1,6357,9806,0
5934,p6spy:p6spy:3.9.0,1,0,0,0
5935,org.wso2.carbon:org.wso2.carbon.application.deployer:4.5.3,1,0,0,0
5936,stax:stax-api:1.0.1,1,67,340,0
5937,io.netty:netty-codec:4.1.27.Final,1,1552,1669,0
5938,net.java.dev.jna:jna-platform:4.2.1,1,1433,3236,0
