number,coordinate,opalTime,totalMergeTime,cgPool,mergeTime,UCHTime,opalNodes,opalEdges,mergeNodes,mergeEdges,dependencies
704,com.github.srujankujmar:builder-core:0.9.8.1,,127550,102006,25544,2553,-1,-1,180394,6064973,io.netty:netty-transport-native-unix-common:4.1.31.Final;javax.inject:javax.inject:1;org.springframework:spring-beans:5.2.5.RELEASE;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.8;io.netty:netty-transport-native-kqueue:4.1.31.Final;org.javassist:javassist:3.22.0-CR2;org.glassfish.jersey.core:jersey-common:2.27;io.gsonfire:gson-fire:1.8.4;org.glassfish.hk2.external:aopalliance-repackaged:2.5.0-b42;org.apache.commons:commons-compress:1.18;org.springframework:spring-aop:5.2.5.RELEASE;io.kubernetes:client-java-api:9.0.0;joda-time:joda-time:2.10.6;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;commons-lang:commons-lang:2.6;org.springframework:spring-jcl:5.2.5.RELEASE;org.apache.commons:commons-lang3:3.9;org.joda:joda-convert:2.2.1;org.apache.httpcomponents:httpcore:4.4.10;io.swagger:swagger-annotations:1.6.2;com.github.docker-java:docker-java:3.1.5;org.checkerframework:checker-qual:2.10.0;io.netty:netty-handler-proxy:4.1.31.Final;commons-io:commons-io:2.6;org.bouncycastle:bcprov-jdk15on:1.60;com.squareup.okhttp3:okhttp:3.14.3;commons-codec:commons-codec:1.11;io.netty:netty-codec-socks:4.1.31.Final;org.glassfish.hk2:osgi-resource-locator:1.0.1;com.fasterxml.jackson.core:jackson-core:2.10.0;com.google.j2objc:j2objc-annotations:1.3;com.github.srujankujmar:commons:0.9.8.1;com.github.spullara.mustache.java:compiler:0.9.6;org.slf4j:slf4j-api:1.7.26;org.slf4j:jcl-over-slf4j:1.7.25;org.glassfish.jersey.inject:jersey-hk2:2.27;io.netty:netty-resolver:4.1.31.Final;com.google.guava:failureaccess:1.0.1;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.10.0;org.springframework:spring-expression:5.2.5.RELEASE;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.8;io.netty:netty-handler:4.1.31.Final;org.springframework:spring-core:5.2.5.RELEASE;javax.annotation:javax.annotation-api:1.3.2;io.sundr:builder-annotations:0.21.0;org.springframework:spring-context:5.2.5.RELEASE;com.google.code.gson:gson:2.8.6;com.kohlschutter.junixsocket:junixsocket-common:2.2.0;com.google.guava:guava:28.2-jre;javax.ws.rs:javax.ws.rs-api:2.1;org.glassfish.jersey.core:jersey-client:2.27;org.glassfish.hk2:hk2-api:2.5.0-b42;org.glassfish:javax.json:1.1.4;io.netty:netty-buffer:4.1.31.Final;io.sundr:sundr-codegen:0.21.0;org.glassfish.hk2.external:javax.inject:2.5.0-b42;org.springframework.boot:spring-boot:2.2.6.RELEASE;io.netty:netty-codec-http:4.1.31.Final;com.github.srujankujmar:builder-core:0.9.8.1;org.yaml:snakeyaml:1.24;org.apache.commons:commons-exec:1.3;io.netty:netty-codec:4.1.31.Final;org.glassfish.hk2:hk2-locator:2.5.0-b42;org.bouncycastle:bcpkix-jdk15on:1.60;com.squareup.okio:okio:1.17.2;io.netty:netty-transport-native-epoll:4.1.31.Final;org.glassfish.hk2:hk2-utils:2.5.0-b42;com.squareup.okhttp3:logging-interceptor:3.14.3;io.netty:netty-transport:4.1.31.Final;com.fasterxml.jackson.core:jackson-annotations:2.10.0;io.sundr:resourcecify-annotations:0.21.0;com.google.errorprone:error_prone_annotations:2.3.4;org.apache.httpcomponents:httpclient:4.5.6;com.fasterxml.jackson.core:jackson-databind:2.10.0;com.google.code.findbugs:jsr305:3.0.2;com.kohlschutter.junixsocket:junixsocket-native-common:2.2.0;io.sundr:sundr-core:0.21.0;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.9.8;org.glassfish.jersey.connectors:jersey-apache-connector:2.27;io.netty:netty-common:4.1.31.Final
705,org.uberfire:uberfire-nio2-k8s:7.46.0.Final,,143854,124547,19307,2329,-1,-1,169801,4601829,org.jboss.errai:errai-marshalling:4.10.0.Final;javax.xml.bind:jaxb-api:2.3.0;javax.inject:javax.inject:1;org.jboss.spec.javax.jms:jboss-jms-api_2.0_spec:1.0.2.Final;io.netty:netty-transport-native-unix-common:4.1.51.Final;com.thoughtworks.xstream:xstream:1.4.11.1;xpp3:xpp3_min:1.1.4c;io.netty:netty-transport-native-kqueue:4.1.51.Final;com.google.jsinterop:jsinterop-annotations:2.0.0;org.jboss.errai.reflections:reflections:4.10.0.Final;org.apache.activemq:artemis-selector:2.3.0;org.hamcrest:hamcrest-core:1.3;org.apache.commons:commons-lang3:3.8.1;org.jboss.resteasy:resteasy-cdi:3.11.2.Final;com.google.elemental2:elemental2-promise:1.1.0;junit:junit:4.12;org.uberfire:uberfire-nio2-model:7.46.0.Final;org.jsoup:jsoup:1.8.3;io.fabric8:openshift-client:4.6.0;org.apache.activemq:artemis-commons:2.3.0;org.mvel:mvel2:2.4.8.Final;com.github.stephenc.jcip:jcip-annotations:1.0-1;commons-beanutils:commons-beanutils:1.9.2;org.apache.httpcomponents:httpcore:4.4.12;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.10.4;aopalliance:aopalliance:1.0;org.javassist:javassist:3.23.2-GA;org.uberfire:uberfire-nio2-api:7.46.0.Final;com.google.jsinterop:base:1.0.0;org.jgroups:jgroups:3.6.14.Final;org.reactivestreams:reactive-streams:1.0.3;commons-io:commons-io:2.6;com.squareup.okhttp3:okhttp:3.12.0;org.jboss.errai:errai-security-server:4.10.0.Final;org.jboss.errai:errai-bus:4.10.0.Final;com.fasterxml.jackson.core:jackson-core:2.10.4;com.google.elemental2:elemental2-dom:1.1.0;commons-codec:commons-codec:1.11;org.codehaus.mojo:animal-sniffer-annotations:1.14;io.fabric8:kubernetes-model:4.6.0;com.google.j2objc:j2objc-annotations:1.1;io.fabric8:zjsonpatch:0.3.0;commons-collections:commons-collections:3.2.1;org.slf4j:slf4j-api:1.7.26;io.netty:netty-resolver:4.1.51.Final;com.fasterxml.jackson.core:jackson-annotations:2.9.10;org.checkerframework:checker-compat-qual:2.0.0;org.jboss.spec.javax.ws.rs:jboss-jaxrs-api_2.1_spec:2.0.1.Final;org.jboss.logging:jboss-logging:3.3.2.Final;com.google.inject:guice:3.0;org.apache.activemq:artemis-core-client:2.3.0;javax.annotation:javax.annotation-api:1.3.2;io.netty:netty-handler:4.1.51.Final;com.google.code.findbugs:jsr305:1.3.9;org.jboss.errai:errai-common:4.10.0.Final;io.netty:netty-buffer:4.1.51.Final;org.jboss.resteasy:resteasy-jaxrs:3.11.2.Final;org.jboss.errai:errai-config:4.10.0.Final;org.apache.geronimo.specs:geronimo-json_1.0_spec:1.0-alpha-1;io.netty:netty-codec-http:4.1.51.Final;javax.enterprise:cdi-api:2.0.SP1;io.netty:netty-codec:4.1.51.Final;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.10;com.sun.activation:jakarta.activation:1.2.1;org.apache.httpcomponents:httpclient:4.5.10;com.google.guava:guava:25.0-jre;io.fabric8:kubernetes-client:4.6.0;org.uberfire:uberfire-nio2-k8s:7.46.0.Final;org.apache.activemq:artemis-jms-client:2.3.0;org.kie.soup:kie-soup-xstream:7.46.0.Final;org.yaml:snakeyaml:1.26;org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.2_spec:2.0.0.Final;io.netty:netty-transport-native-epoll:4.1.51.Final;jakarta.validation:jakarta.validation-api:2.0.2;io.netty:netty-transport:4.1.51.Final;com.fasterxml.jackson.core:jackson-databind:2.10.4;com.google.errorprone:error_prone_annotations:2.1.3;com.google.elemental2:elemental2-core:1.1.0;xmlpull:xmlpull:1.1.3.1;com.squareup.okhttp3:logging-interceptor:3.12.0;de.benediktmeurer.gwt-slf4j:gwt-slf4j:0.0.2;com.github.mifmif:generex:1.0.2;org.jboss.weld:weld-api:3.0.SP4;io.fabric8:kubernetes-model-common:4.6.0;org.jboss.errai:errai-codegen-gwt:4.10.0.Final;org.apache.johnzon:johnzon-core:0.9.5;org.uberfire:uberfire-nio2-fs:7.46.0.Final;org.apache.deltaspike.core:deltaspike-core-api:1.5.1;dk.brics.automaton:automaton:1.11-8;org.jboss.errai:errai-codegen:4.10.0.Final;org.kie.soup:kie-soup-commons:7.46.0.Final;org.slf4j:jul-to-slf4j:1.7.26;com.squareup.okio:okio:1.15.0;org.uberfire:uberfire-commons:7.46.0.Final;io.netty:netty-common:4.1.51.Final
706,com.kailuowang:henkan-optional_sjs1_2.13:0.6.5,,99234,66619,32615,2089,-1,-1,223494,7273932,org.scala-js:scalajs-library_2.13:1.5.0;org.typelevel:simulacrum-scalafix-annotations_2.13:0.5.4;com.chuusai:shapeless_sjs1_2.13:2.3.3;com.kailuowang:henkan-optional_sjs1_2.13:0.6.5;org.scala-lang:scala-library:2.13.3;org.typelevel:cats-kernel_sjs1_2.13:2.4.2;org.typelevel:cats-core_sjs1_2.13:2.4.2
707,org.wso2.maven:wso2-esb-metadata-plugin:5.2.33,4887,18455,17698,757,362,15610,218749,16071,215692,org.apache.maven:maven-archiver:2.2;org.apache.maven:maven-artifact-manager:2.0.7;org.apache.maven:maven-artifact:2.0.7;org.apache.maven.wagon:wagon-provider-api:1.0-beta-2;log4j:log4j:1.2.12;org.apache.ws.commons.axiom.wso2:axiom:1.2.11.wso2v4;org.codehaus.plexus:plexus-utils:2.0.1;org.codehaus.plexus:plexus-component-annotations:1.5.4;org.apache.maven:maven-plugin-api:3.0;org.wso2.maven:wso2-esb-metadata-plugin:5.2.33;org.apache.xbean:xbean-reflect:3.4;org.wso2.maven:org.wso2.maven.utils:5.2.33;org.apache.maven:maven-project:2.2.1;org.apache.maven:maven-settings:2.0.7;org.codehaus.plexus:plexus-interpolation:1.11;org.sonatype.sisu:sisu-guice:2.1.7;org.apache.maven:maven-profile:2.2.1;org.codehaus.plexus:plexus-classworlds:2.2.2;org.apache.maven:maven-plugin-registry:2.2.1;commons-logging:commons-logging-api:1.1;com.google.collections:google-collections:1.0;org.wso2.maven:org.wso2.maven.esb:2.1.0;org.apache.maven.shared:maven-dependency-tree:1.2;org.apache.maven:maven-model:3.0.2;org.apache.maven:maven-repository-metadata:2.0.7;org.codehaus.plexus:plexus-container-default:1.5.4;org.sonatype.sisu:sisu-inject-plexus:1.4.2;junit:junit:3.8.2;org.codehaus.plexus:plexus-archiver:1.0-alpha-7;org.wso2.maven:org.wso2.maven.capp:5.2.33;org.sonatype.sisu:sisu-inject-bean:1.4.2;org.wso2.maven:org.wso2.maven.core:5.2.33
708,com.aeontronix.enhancedmule:enhanced-mule-config:1.0.0-beta1,0,2710,2703,7,31,0,0,19,16,javax.validation:validation-api:2.0.1.Final;com.aeontronix.enhancedmule:enhanced-mule-config:1.0.0-beta1;com.intellij:annotations:12.0
709,org.terracotta:angela-client-internal:3.1.17,85559,129928,121707,8221,1582,132034,2657863,130025,2060621,javax.cache:cache-api:1.0.0;com.hierynomus:asn-one:0.4.0;org.codehaus.groovy:groovy-json:3.0.3;net.java.dev.jna:jna:4.2.2;org.terracotta:terracotta-utilities-tools:0.0.6;org.apache.commons:commons-lang3:3.8.1;com.github.netcrusherorg:netcrusher-core:0.10;org.gridgain:ignite-shmem:1.0.0;org.codehaus.groovy:groovy:3.0.3;org.apache.ignite:ignite-core:2.8.1;org.terracotta:angela-client-internal:3.1.17;org.apache.ignite:ignite-slf4j:2.8.1;org.zeroturnaround:zt-exec:1.12;com.hierynomus:sshj:0.30.0;org.bouncycastle:bcprov-jdk15on:1.66;org.terracotta:angela-common:3.1.17;commons-io:commons-io:2.7;io.rest-assured:rest-assured-common:4.3.1;org.bouncycastle:bcpkix-jdk15on:1.66;com.jcraft:jzlib:1.1.3;net.i2p.crypto:eddsa:0.3.0;org.terracotta:terracotta-utilities-port-chooser:0.0.6;org.terracotta:angela-agent-lib:3.1.17;io.rest-assured:json-path:4.3.1;org.jetbrains:annotations:16.0.3;org.slf4j:slf4j-api:1.7.25;org.apache.commons:commons-compress:1.20;org.zeroturnaround:zt-process-killer:1.10
710,com.typesafe.akka:akka-testkit_2.11:2.5.32,18449,55049,43547,11502,13246,68062,1303571,67940,1302025,com.typesafe.akka:akka-testkit_2.11:2.5.32;org.scala-lang:scala-library:2.11.12;com.typesafe.akka:akka-actor_2.11:2.5.32;com.typesafe:config:1.3.3;org.scala-lang.modules:scala-java8-compat_2.11:0.7.0
711,io.github.vigoo:zio-aws-lakeformation_2.12:3.15.35.3,0,47126,47126,0,null,0,0,-1,-1,io.github.vigoo:zio-aws-lakeformation_2.12:3.15.35.3;org.scala-lang:scala-library:2.12.12;io.github.vigoo:zio-aws-core_2.12:3.15.35.3;software.amazon.awssdk:aws-core:2.15.35;software.amazon.awssdk:profiles:2.15.35;org.slf4j:slf4j-api:1.7.28;software.amazon.eventstream:eventstream:1.0.1;dev.zio:zio_2.12:1.0.3;dev.zio:zio-stacktracer_2.12:1.0.3;dev.zio:izumi-reflect_2.12:1.0.0-M9;dev.zio:izumi-reflect-thirdparty-boopickle-shaded_2.12:1.0.0-M9;dev.zio:zio-streams_2.12:1.0.3;dev.zio:zio-interop-reactivestreams_2.12:1.3.0.7-2;org.reactivestreams:reactive-streams:1.0.3;dev.zio:zio-config_2.12:1.0.0-RC30-1;org.scala-lang.modules:scala-collection-compat_2.12:2.3.1;software.amazon.awssdk:lakeformation:2.15.35;software.amazon.awssdk:protocol-core:2.15.35;software.amazon.awssdk:aws-json-protocol:2.15.35;com.fasterxml.jackson.core:jackson-core:2.10.4;software.amazon.awssdk:sdk-core:2.15.35;com.fasterxml.jackson.core:jackson-databind:2.10.4;software.amazon.awssdk:auth:2.15.35;software.amazon.awssdk:http-client-spi:2.15.35;software.amazon.awssdk:regions:2.15.35;com.fasterxml.jackson.core:jackson-annotations:2.10.4;software.amazon.awssdk:annotations:2.15.35;software.amazon.awssdk:utils:2.15.35;software.amazon.awssdk:metrics-spi:2.15.35;software.amazon.awssdk:apache-client:2.15.35;org.apache.httpcomponents:httpclient:4.5.13;commons-logging:commons-logging:1.2;commons-codec:commons-codec:1.11;org.apache.httpcomponents:httpcore:4.4.11;software.amazon.awssdk:netty-nio-client:2.15.35;io.netty:netty-codec-http:4.1.53.Final;io.netty:netty-codec-http2:4.1.53.Final;io.netty:netty-codec:4.1.53.Final;io.netty:netty-transport:4.1.53.Final;io.netty:netty-resolver:4.1.53.Final;io.netty:netty-common:4.1.53.Final;io.netty:netty-buffer:4.1.53.Final;io.netty:netty-handler:4.1.53.Final;io.netty:netty-transport-native-epoll:4.1.53.Final;io.netty:netty-transport-native-unix-common:4.1.53.Final;com.typesafe.netty:netty-reactive-streams-http:2.0.4;com.typesafe.netty:netty-reactive-streams:2.0.4
712,org.jaxxy:jaxxy-cache:0.4.3,0,3063,3022,41,150,0,0,977,1341,jakarta.servlet:jakarta.servlet-api:4.0.2;org.projectlombok:lombok:1.18.16;org.jaxxy:jaxxy-cache:0.4.3;jakarta.ws.rs:jakarta.ws.rs-api:2.1.5;org.slf4j:slf4j-api:1.7.29
713,org.webjars.npm:babel__helper-remap-async-to-generator:7.12.1,320,2740,2730,10,73,0,0,0,0,org.webjars.npm:babel__template:7.14.5;org.webjars.npm:babel__helper-validator-identifier:7.14.9;org.webjars.npm:babel__parser:7.15.3;org.webjars.npm:babel__helper-function-name:7.14.5;org.webjars.npm:color-name:1.1.4;org.webjars.npm:babel__helper-split-export-declaration:7.14.5;org.webjars.npm:jsesc:2.5.2;org.webjars.npm:source-map:0.5.7;org.webjars.npm:globals:11.12.0;org.webjars.npm:babel__types:7.15.0;org.webjars.npm:color-convert:2.0.1;org.webjars.npm:chalk:3.0.0-beta.2;org.webjars.npm:babel__generator:7.14.8;org.webjars.npm:has-flag:4.0.0;org.webjars.npm:ms:2.1.2;org.webjars.npm:supports-color:7.2.0;org.webjars.npm:ansi-styles:4.3.0;org.webjars.npm:to-fast-properties:2.0.0;org.webjars.npm:babel__helper-annotate-as-pure:7.14.5;org.webjars.npm:babel__helper-wrap-function:7.14.5;org.webjars.npm:babel__traverse:7.14.8;org.webjars.npm:babel__helper-remap-async-to-generator:7.12.1;org.webjars.npm:babel__helper-get-function-arity:7.14.5;org.webjars.npm:debug:4.3.2;org.webjars.npm:js-tokens:4.0.0;org.webjars.npm:babel__helper-hoist-variables:7.14.5;org.webjars.npm:babel__highlight:7.14.5;org.webjars.npm:babel__code-frame:7.14.5
714,io.oss84.geotools:gt-epsg-wkt:24.2,8877,26596,25512,1084,559,27340,232994,26599,200428,io.oss84.geotools:gt-opengis:24.2;javax.inject:javax.inject:1;net.sf.geographiclib:GeographicLib-Java:1.49;si.uom:si-units:2.0.1;org.eclipse.emf:org.eclipse.emf.common:2.15.0;io.oss84.geotools:gt-referencing:24.2;it.geosolutions.jgridshift:jgridshift-core:1.3;org.apache.commons:commons-lang3:3.8.1;tech.uom.lib:uom-lib-common:2.0;org.ejml:ejml-core:0.34;systems.uom:systems-common:2.0.1;javax.measure:unit-api:2.0;org.ejml:ejml-ddense:0.34;org.eclipse.emf:org.eclipse.emf.ecore.xmi:2.15.0;io.oss84.geotools.ogc:org.w3.xlink:24.2;io.oss84.geotools:gt-epsg-wkt:24.2;jakarta.annotation:jakarta.annotation-api:1.3.4;org.eclipse.emf:org.eclipse.emf.ecore:2.15.0;commons-pool:commons-pool:1.5.4;io.oss84.geotools:gt-metadata:24.2;si.uom:si-quantity:2.0.1;tech.units:indriya:2.0.2;javax.media:jai_core:1.1.3;io.oss84.geotools.ogc:net.opengis.ows:24.2
715,io.liftwizard:liftwizard-bundle-auth-filter:0.10.0,11619,106148,90626,15522,2487,0,0,183985,3602873,io.dropwizard.metrics:metrics-servlets:4.1.14;io.dropwizard.metrics:metrics-json:4.1.14;org.glassfish.hk2:hk2-locator:2.5.0-b32;javax.ws.rs:javax.ws.rs-api:2.1.1;io.dropwizard:dropwizard-metrics:1.3.27;io.dropwizard.metrics:metrics-healthchecks:4.1.14;io.dropwizard.metrics:metrics-core:4.1.14;com.fasterxml.jackson.module:jackson-module-parameter-names:2.9.10;joda-time:joda-time:2.10.8;io.dropwizard:dropwizard-jersey:1.3.27;org.glassfish.jersey.containers:jersey-container-servlet:2.25.1;io.dropwizard:dropwizard-validation:1.3.27;org.javassist:javassist:3.27.0-GA;io.dropwizard.metrics:metrics-logback:4.1.14;io.dropwizard:dropwizard-logging:1.3.27;javax.servlet:javax.servlet-api:3.1.0;ch.qos.logback:logback-core:1.2.3;org.eclipse.jetty:jetty-continuation:9.4.33.v20201020;org.slf4j:slf4j-api:1.7.30;org.glassfish.jersey.ext:jersey-metainf-services:2.25.1;org.glassfish.jersey.bundles.repackaged:jersey-guava:2.25.1;com.fasterxml.jackson.datatype:jackson-datatype-joda:2.9.10;io.liftwizard:liftwizard-config-auth-filter:0.10.0;io.liftwizard:liftwizard-servlet-logging-mdc-clear-keys:0.10.0;io.dropwizard:dropwizard-servlets:1.3.27;org.slf4j:jul-to-slf4j:1.7.30;org.glassfish.hk2:hk2-utils:2.5.0-b32;javax.annotation:javax.annotation-api:1.3.2;org.jboss.logging:jboss-logging:3.3.0.Final;org.eclipse.jetty:jetty-io:9.4.33.v20201020;com.helger:profiler:1.1.1;org.eclipse.collections:eclipse-collections:10.4.0;org.eclipse.jetty:jetty-security:9.4.33.v20201020;org.glassfish.jersey.core:jersey-common:2.25.1;com.fasterxml.jackson.module:jackson-module-jaxb-annotations:2.9.10;org.slf4j:jcl-over-slf4j:1.7.30;com.fasterxml.jackson.dataformat:jackson-dataformat-yaml:2.9.10;org.eclipse.collections:eclipse-collections-api:10.4.0;org.hibernate:hibernate-validator:5.4.3.Final;org.apache.commons:commons-lang3:3.11;org.eclipse.jetty:jetty-servlets:9.4.33.v20201020;com.google.errorprone:error_prone_annotations:2.3.4;io.liftwizard:liftwizard-bundle-auth-filter:0.10.0;io.dropwizard:dropwizard-core:1.3.27;org.glassfish.hk2.external:aopalliance-repackaged:2.5.0-b32;io.dropwizard.metrics:metrics-jersey2:4.1.14;org.glassfish.jersey.containers:jersey-container-servlet-core:2.25.1;com.google.code.findbugs:jsr305:3.0.2;io.dropwizard:dropwizard-jackson:1.3.27;org.glassfish.jersey.core:jersey-server:2.25.1;io.liftwizard:liftwizard-bundle-prioritized-api:0.10.0;ch.qos.logback:logback-classic:1.2.3;io.dropwizard:dropwizard-auth:1.3.27;com.fasterxml.jackson.module:jackson-module-afterburner:2.9.10;javax.xml.bind:jaxb-api:2.3.1;io.dropwizard:dropwizard-lifecycle:1.3.27;com.google.guava:guava:30.0-jre;org.apache.commons:commons-text:1.9;com.fasterxml.jackson.jaxrs:jackson-jaxrs-base:2.9.10;net.sourceforge.argparse4j:argparse4j:0.8.1;com.fasterxml.jackson.datatype:jackson-datatype-guava:2.9.10;org.eclipse.jetty:jetty-server:9.4.33.v20201020;io.dropwizard.metrics:metrics-jvm:4.1.14;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.fasterxml.jackson.core:jackson-core:2.9.10;com.fasterxml.jackson.core:jackson-annotations:2.11.3;org.glassfish.jersey.ext:jersey-bean-validation:2.25.1;org.glassfish:javax.el:3.0.0;io.dropwizard.metrics:metrics-annotation:4.1.14;org.glassfish.hk2.external:javax.inject:2.5.0-b32;org.glassfish.hk2:osgi-resource-locator:1.0.1;com.google.j2objc:j2objc-annotations:1.3;javax.activation:javax.activation-api:1.2.0;io.dropwizard:dropwizard-jetty:1.3.27;org.eclipse.jetty:jetty-webapp:9.4.33.v20201020;com.google.guava:failureaccess:1.0.1;org.checkerframework:checker-qual:3.5.0;org.eclipse.jetty:jetty-util:9.4.33.v20201020;org.eclipse.jetty.toolchain.setuid:jetty-setuid-java:1.0.4;com.fasterxml.jackson.core:jackson-databind:2.9.10.6;org.eclipse.jetty:jetty-http:9.4.33.v20201020;io.dropwizard.metrics:metrics-jmx:4.1.14;com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider:2.9.10;io.dropwizard.metrics:metrics-jetty9:4.1.14;com.fasterxml:classmate:1.3.1;org.yaml:snakeyaml:1.23;io.dropwizard:dropwizard-configuration:1.3.27;org.slf4j:log4j-over-slf4j:1.7.30;org.glassfish.jersey.media:jersey-media-jaxb:2.25.1;org.glassfish.jersey.core:jersey-client:2.25.1;com.fasterxml.jackson.datatype:jackson-datatype-jdk8:2.9.10;org.eclipse.jetty:jetty-xml:9.4.33.v20201020;ch.qos.logback:logback-access:1.2.3;io.dropwizard:dropwizard-util:1.3.27;org.glassfish.hk2:hk2-api:2.5.0-b32;io.dropwizard:dropwizard-request-logging:1.3.27;javax.validation:validation-api:1.1.0.Final;com.fasterxml.jackson.datatype:jackson-datatype-jsr310:2.9.10;org.eclipse.jetty:jetty-servlet:9.4.33.v20201020
716,org.typelevel:algebra-laws_native0.4_2.12:2.2.0,0,94158,71929,22229,17409,0,0,190105,3156376,org.scala-lang:scala-reflect:2.12.13;org.scala-native:javalib_native0.4_2.12:0.4.0;org.scala-lang:scala-library:2.12.13;org.scala-native:junit-runtime_native0.4_2.12:0.4.0;org.scala-native:auxlib_native0.4_2.12:0.4.0;org.scala-native:scalalib_native0.4_2.12:0.4.0;org.typelevel:cats-kernel_native0.4_2.12:2.4.1;org.scala-native:posixlib_native0.4_2.12:0.4.0;org.typelevel:algebra-laws_native0.4_2.12:2.2.0;org.scalacheck:scalacheck_native0.4_2.12:1.15.2;org.scala-native:test-interface-sbt-defs_native0.4_2.12:0.4.0;org.typelevel:cats-kernel-laws_native0.4_2.12:2.4.1;org.scala-native:nativelib_native0.4_2.12:0.4.0;org.typelevel:discipline-core_native0.4_2.12:1.1.3;org.typelevel:algebra_native0.4_2.12:2.2.0;org.scala-native:test-interface_native0.4_2.12:0.4.0;org.scala-native:clib_native0.4_2.12:0.4.0
717,net.n2oapp.framework:n2o-config:7.9.7,0,44782,41707,3075,774,0,0,66465,809789,net.n2oapp.framework:n2o-api:7.9.7;org.jdom:jdom2:2.0.6;org.springframework:spring-expression:5.2.6.RELEASE;net.n2oapp.properties:override-properties:7.9.7;org.springframework:spring-context:5.2.6.RELEASE;org.springframework:spring-beans:5.2.6.RELEASE;commons-logging:commons-logging:1.2;net.n2oapp.criteria:criteria-dataset:7.9.7;net.n2oapp.cache:cache-template:7.9.7;org.springframework:spring-web:5.2.6.RELEASE;org.springframework:spring-jcl:5.2.6.RELEASE;net.n2oapp.register:register:7.9.7;commons-beanutils:commons-beanutils:1.9.4;org.mozilla:rhino:1.7R5;net.n2oapp.watchdir:watchdir:7.9.7;net.n2oapp.filters:filters-reducer:7.9.7;org.springframework:spring-aop:5.2.6.RELEASE;org.springframework:spring-core:5.2.6.RELEASE;com.fasterxml.jackson.core:jackson-annotations:2.10.4;ch.qos.logback:logback-core:1.2.3;org.slf4j:slf4j-api:1.7.30;net.n2oapp.context:static-context:7.9.7;com.fasterxml.jackson.core:jackson-databind:2.10.4;commons-io:commons-io:2.7;net.n2oapp.criteria:criteria-api:7.9.7;net.n2oapp.framework:n2o-config:7.9.7;com.fasterxml.jackson.core:jackson-core:2.10.4;net.n2oapp.enginefactory:engine-factory:7.9.7;commons-collections:commons-collections:3.2.2;javax.servlet:javax.servlet-api:4.0.1;xmlunit:xmlunit:1.6;org.springframework:spring-context-support:5.2.6.RELEASE;ch.qos.logback:logback-classic:1.2.3
718,com.github.lotsabackscatter:vaadin-masonry-cards:1.2,15086,35995,34180,1815,573,39397,702780,39450,586160,com.google.code.gson:gson:2.2.4;com.vaadin:vaadin-shared:7.1.15;com.vaadin:vaadin-shared-deps:1.0.2;com.github.lotsabackscatter:vaadin-masonry-cards:1.2;org.w3c.css:sac:1.3;commons-logging:commons-logging:1.1.1;net.sourceforge.cssparser:cssparser:0.9.5;com.google.guava:guava:17.0;com.vaadin:vaadin-server:7.1.15;org.jsoup:jsoup:1.6.3;com.google.code.findbugs:jsr305:2.0.3;com.vaadin:vaadin-theme-compiler:7.1.15;org.apache.commons:commons-jexl:2.1.1;commons-cli:commons-cli:1.2
719,com.github.atool:fluent-mybatis-test:1.3.1,0,13422,13138,284,220,0,0,11294,45867,org.springframework:spring-beans:4.3.14.RELEASE;org.mybatis:mybatis:3.5.2;com.github.atool:fluent-mybatis-processor:1.3.1;org.springframework:spring-core:4.3.14.RELEASE;com.squareup:javapoet:1.13.0;com.github.atool:fluent-mybatis:1.3.1;org.mybatis:mybatis-spring:2.0.2;commons-logging:commons-logging:1.2;com.github.atool:fluent-mybatis-test:1.3.1;org.springframework:spring-aop:4.3.14.RELEASE;org.springframework:spring-expression:4.3.14.RELEASE;org.springframework:spring-context:4.3.14.RELEASE
720,de.sciss:lucre-bdb_2.12:4.4.0,21217,62980,50113,12867,11957,81379,1541509,80759,1480515,de.sciss:bdb-je:7.5.11;de.sciss:lucre-data_2.12:4.4.0;de.sciss:lucre-geom_2.12:4.4.0;org.scala-lang:scala-library:2.12.12;de.sciss:lucre-base_2.12:4.4.0;de.sciss:serial_2.12:2.0.1;de.sciss:lucre-bdb_2.12:4.4.0;org.scala-stm:scala-stm_2.12:0.11.0;de.sciss:equal_2.12:0.1.6;de.sciss:lucre-core_2.12:4.4.0;de.sciss:log_2.12:0.1.1;de.sciss:model_2.12:0.3.5
