number,coordinate,occurrence,isolatedRevisionTime,nodes,edges
15560,org.apache.wss4j:wss4j-policy:2.2.4,1,257,1108,0
15561,com.testerum:common-jdk:4.0.1,1,413,78,0
15562,commons-io:commons-io:2.1,1,1061,1083,0
15563,commons-io:commons-io:2.0,1,541,1036,0
15564,commons-io:commons-io:2.3,1,838,1170,0
15565,org.scala-lang:scala-reflect:2.13.0,1,0,0,0
15566,commons-io:commons-io:2.2,1,753,1142,0
15567,org.springframework:spring-tx:5.1.7.RELEASE,1,322,1138,0
15568,commons-io:commons-io:2.5,1,628,1294,0
15569,commons-io:commons-io:2.4,1,501,1188,0
15570,commons-io:commons-io:2.7,1,790,1779,0
15571,commons-io:commons-io:2.6,1,521,1325,0
15572,org.webjars.npm:types__yaml:1.9.7,1,2196,0,0
15573,org.opensaml:openws:1.5.6,1,0,0,0
15574,org.netbeans.modules:org-netbeans-modules-glassfish-tooling:RELEASE123,1,902,1576,0
15575,org.springframework:spring-test:5.0.6.RELEASE,1,960,4320,0
15576,io.opencensus:opencensus-contrib-http-util:0.24.0,1,47,55,0
15577,com.twitter:util-jvm_2.12:7.1.0,1,775,1556,0
15578,com.twitter:finagle-core_2.12:20.10.0,1,5057,20279,0
15579,io.quarkus:quarkus-core:1.8.1.Final,1,1459,841,0
15580,io.fabric8:kubernetes-model-apiextensions:4.10.3,1,726,2960,0
15581,org.ikasan:ikasan-spec-replay:3.1.0,1,31,63,0
15582,io.fabric8:kubernetes-model-apiextensions:4.10.2,1,774,2917,0
15583,org.apache.aries.rsa.examples.echotcp:org.apache.aries.rsa.examples.echotcp.consumer:1.16.0,1,22,3,0
15584,org.apache.tomcat:tomcat-dbcp:8.5.60,1,863,2244,0
15585,io.github.jmcleodfoss:pst:1.1.2,1,2017,794,0
15586,org.netbeans.modules:org-netbeans-modules-xml-multiview:RELEASE123,1,390,828,0
15587,org.apache.avro:avro:1.10.0,1,1594,3016,0
15588,com.sun.mail:smtp:1.6.5,1,224,178,0
15589,org.netbeans.modules:org-netbeans-modules-xml-multiview:RELEASE121,1,321,828,0
15590,io.r2dbc:r2dbc-spi:0.8.3.RELEASE,1,88,288,0
15591,io.dropwizard:dropwizard-jackson:1.3.12,1,53,46,0
15592,org.springframework.security:spring-security-core:3.2.8.RELEASE,1,582,1419,0
15593,org.apache.tomcat:tomcat-dbcp:8.5.61,1,997,2244,0
15594,org.openscience.cdk:cdk-bundle:1.5.14,1,71,0,0
15595,io.helidon.tracing:helidon-tracing-tracer-resolver:1.4.8,1,36,40,0
15596,dev.rafex.ether.jwt:ether-jwt:2.0-v20201126,1,2528,45,0
15597,org.noear:luffy.queue.redis:1.0,1,7478,7299,0
15598,org.apache.aries.cdi:org.apache.aries.cdi.extension.jaxrs:1.1.2,1,2738,56,0
15599,commons-cli:commons-cli:1.3,1,116,279,0
15600,org.wildfly.security:wildfly-elytron-base:1.10.4.Final,1,55,79,0
15601,commons-cli:commons-cli:1.4,1,695,284,0
15602,org.wso2.orbit.org.yaml:snakeyaml:1.16.0.wso2v1,1,0,0,0
15603,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.core:5.16.56,1,0,0,0
15604,dev.zio:zio-stacktracer_2.13:1.0.4-1,1,552,329,0
15605,org.parboiled:parboiled-core:1.1.7,1,574,1403,0
15606,commons-cli:commons-cli:1.1,1,133,196,0
15607,commons-cli:commons-cli:1.2,1,116,211,0
15608,io.dropwizard:dropwizard-jackson:1.3.27,1,416,46,0
15609,org.parboiled:parboiled-core:1.1.6,1,441,1403,0
15610,org.sanoitus:sanoitus-core_2.13:0.1.0,1,139,589,0
15611,commons-cli:commons-cli:1.0,1,148,160,0
15612,org.parboiled:parboiled-core:1.1.4,1,542,1393,0
15613,org.openscience.cdk:cdk-io:1.5.14,1,4818,973,0
15614,io.quarkus:quarkus-arc-deployment:1.10.5.Final,1,183,613,0
15615,org.langrid:jp.go.nict.langrid.service.language_1_2:1.0.12,1,195,916,0
15616,io.netty:netty-resolver:4.1.53.Final,1,111,116,0
15617,org.scala-js:scalajs-library_2.13:1.2.0,1,1425,5081,0
15618,org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt.common:5.15.17,1,0,0,0
15619,com.yandex.cloud:java-sdk-functions:2.2.1,1,18,8,0
15620,io.fabric8:kubernetes-model-certificates:5.1.1,1,273,1244,0
15621,org.kie:kie-pmml-models-drools-tree-evaluator:7.50.0.Final,1,48,2,0
15622,org.springframework.security:spring-security-oauth2-core:5.3.0.RELEASE,1,111,481,0
15623,org.json:json:20180813,1,326,303,0
15624,io.quarkus:quarkus-smallrye-reactive-messaging:1.8.0.Final,1,776,57,0
15625,org.eclipse.jetty:jetty-webapp:9.2.14.v20151106,1,362,386,0
15626,io.helidon.microprofile.jwt:helidon-microprofile-jwt-auth:1.4.8,1,277,457,0
15627,org.springframework:spring-expression:4.3.26.RELEASE,1,763,1058,0
15628,org.apache.lucene:lucene-highlighter:7.3.1,1,560,800,0
15629,io.circe:circe-generic_2.12:0.13.0,1,343,660,0
15630,org.wildfly.security:wildfly-elytron-auth:1.10.4.Final,1,30,72,0
15631,com.fasterxml.jackson.core:jackson-core:2.12.2,1,1770,2528,0
15632,com.fasterxml.jackson.core:jackson-core:2.12.1,1,1943,2528,0
15633,com.fasterxml.jackson.core:jackson-core:2.12.0,1,1679,2528,0
15634,org.apache.camel.quarkus:camel-quarkus-support-aws:1.6.0,1,14,0,0
15635,io.zipkin.zipkin2:zipkin:2.23.1,1,583,1175,0
15636,io.zipkin.zipkin2:zipkin:2.23.0,1,1161,1175,0
15637,io.github.conflux-chain:conflux.web3j:1.0.4,1,3628,818,0
15638,me.shadaj:slinky-native_sjs1_2.13:0.6.6,1,692,3626,0
15639,org.scalanlp:breeze-macros_2.13:1.1,1,446,673,0
15640,org.bitbucket.askllc.fermenter.stout:stout-cookbook-referencing-domain:2.1.2,1,2720,109,0
15641,com.entwinemedia.common:functional:1.4.2,1,0,0,0
15642,com.google.code.gson:gson:2.8.2,1,658,1004,0
15643,org.apache.tomcat:tomcat-util-scan:8.5.64,1,444,1017,0
15644,com.github.charlemaznable:vertx-diamond-config:0.0.1,1,33,19,0
15645,com.google.code.gson:gson:2.8.1,1,500,1003,0
15646,io.quarkus.http:quarkus-http-http-core:3.0.18.Final,1,100,198,0
15647,com.google.code.gson:gson:2.8.0,1,481,1004,0
15648,org.eclipse.jetty.websocket:websocket-client:9.2.11.v20150529,1,65,140,0
15649,com.google.code.gson:gson:2.8.6,1,457,1029,0
15650,org.apache.kerby:kerb-identity:1.0.1,1,28,91,0
15651,com.google.code.gson:gson:2.8.5,1,438,1036,0
15652,com.github.charlemaznable:vertx-diamond-config:0.0.3,1,34,19,0
15653,com.twitter:finagle-mux_2.13:21.1.0,1,758,3573,0
15654,org.flowable:flowable-dmn-model:6.6.0,1,155,315,0
15655,io.quarkus:quarkus-core-deployment:1.10.3.Final,1,4247,3187,0
15656,net.corda:corda-common-logging:4.5,1,51,161,0
15657,org.springframework:spring-aop:5.2.12.RELEASE,1,808,1590,0
15658,com.guicedee.services:jakarta.validation-api:1.1.0.7-jre14,1,0,0,0
15659,io.netty:netty-codec-http2:4.1.59.Final,1,854,2677,0
15660,io.grpc:grpc-protobuf:1.26.0,1,71,19,0
15661,com.bertramlabs.plugins:karman-grails:1.5.3,1,3987,462,0
15662,org.junit.platform:junit-platform-suite-api:1.6.3,1,2293,11,0
15663,org.imgscalr:imgscalr-lib:4.2,1,95,103,0
15664,com.twitter:scrooge-core_2.11:4.20.0,1,152,329,0
15665,org.slf4j:log4j-over-slf4j:1.7.30,1,61,194,0
15666,org.apache.camel:camel-aws-kinesis:3.8.0,1,110,162,0
15667,io.micrometer:micrometer-registry-prometheus:1.5.5,1,95,219,0
15668,io.micrometer:micrometer-registry-prometheus:1.5.6,1,130,220,0
15669,org.slf4j:log4j-over-slf4j:1.7.22,1,103,194,0
15670,org.slf4j:log4j-over-slf4j:1.7.25,1,53,194,0
15671,org.twister2:api-utils-java:0.8.0,1,37,21,0
15672,org.powertac:server-interface:1.7.1,1,903,292,0
15673,io.qameta.allure:allure-model:2.13.0,1,148,422,0
15674,org.slf4j:log4j-over-slf4j:1.7.26,1,147,194,0
15675,com.google.protobuf:protobuf-java-util:3.3.0,1,165,286,0
15676,org.slf4j:log4j-over-slf4j:1.7.29,1,104,194,0
15677,com.axway.ats.framework:ats-testharness:4.0.7,1,137,197,0
15678,org.springframework.boot:spring-boot-starter-web:2.3.5.RELEASE,1,88,0,0
15679,com.github.waffle:waffle-spring-security5:3.0.0,1,55,73,0
15680,io.micrometer:micrometer-registry-prometheus:1.5.9,1,95,220,0
15681,org.netbeans.modules:org-netbeans-modules-swing-validation:RELEASE123,1,23,46,0
15682,org.springframework.boot:spring-boot-starter-web:2.1.6.RELEASE,1,25,0,0
15683,org.netbeans.modules:org-netbeans-modules-swing-validation:RELEASE121,1,50,46,0
15684,com.io7m.changelog:com.io7m.changelog.parser.api:4.0.0,1,107,48,0
15685,com.zsmartsystems.zigbee:com.zsmartsystems.zigbee.dongle.conbee:1.3.10,1,3133,208,0
15686,io.airlift:aircompressor:0.10,1,488,441,0
15687,org.apache.maven:maven-core:3.3.9,1,1153,2958,0
15688,org.springframework:spring-webmvc:5.2.1.RELEASE,1,1878,4674,0
15689,org.netbeans.modules:org-netbeans-modules-websvc-jaxwsmodelapi:RELEASE123,1,36,70,0
15690,com.orientechnologies:orientdb-graphdb:3.0.34,1,1875,1418,0
15691,io.smallrye.reactive:smallrye-reactive-converter-api:2.2.0,1,93,27,0
15692,com.rackspace.eclipse.webtools.sourceediting:org.eclipse.wst.xml.xpath2.processor:2.1.100,1,1494,3144,0
15693,org.apache.camel:camel-mock:3.6.0,1,263,382,0
15694,io.opentelemetry:opentelemetry-sdk-trace:1.0.1,1,197,453,0
15695,io.swagger.core.v3:swagger-integration:2.1.3,1,87,184,0
15696,com.alilitech:boot-plus-log:1.2.6,1,40,21,0
15697,io.swagger.core.v3:swagger-integration:2.1.5,1,80,184,0
15698,io.swagger.core.v3:swagger-integration:2.1.4,1,95,184,0
15699,org.netbeans.api:org-netbeans-modules-project-ant-ui:RELEASE121,1,107,218,0
15700,org.locationtech.geomesa:geomesa-feature-common_2.11:2.4.2,1,349,719,0
15701,com.github.japgolly.nyaya:nyaya-gen_2.12:0.10.0-RC1,1,1431,6187,0
15702,org.mapstruct:mapstruct:1.2.0.Final,1,41,89,0
15703,io.netty:netty-all:4.0.29.Final,1,8179,12863,0
15704,org.rendersnake:rendersnake:1.8,1,345,1134,0
15705,org.netbeans.api:org-netbeans-modules-project-ant-ui:RELEASE123,1,142,218,0
15706,io.springfox:springfox-oas:3.0.0,1,262,736,0
15707,com.amazonaws:aws-java-sdk-eventbridge:1.11.875,1,6193,2400,0
15708,org.springframework.boot:spring-boot:2.3.8.RELEASE,1,4184,5958,0
15709,com.shedhack.exception:exception-core:1.0.4,1,59,135,0
15710,org.springframework.cloud:spring-cloud-commons:1.1.6.RELEASE,1,130,308,0
15711,org.opencastproject:opencast-workspace-api:8.8,1,26,20,0
15712,org.locationtech.geomesa:geomesa-feature-kryo_2.11:2.4.2,1,557,1802,0
15713,com.io7m.changelog:com.io7m.changelog.schema:4.0.0,1,82,3,0
15714,com.gccloud:gc-starter-plugins-cache-common:1.0.2-beta,1,112,99,0
15715,io.netty:netty-all:4.1.27.Final,1,10534,26103,0
15716,com.github.marschall:memoryfilesystem:0.6.4,1,529,1087,0
15717,org.apache.maven.wagon:wagon-provider-api:2.2,1,165,361,0
15718,org.apache.maven.wagon:wagon-provider-api:2.4,1,122,361,0
15719,org.typelevel:cats-macros_2.13:2.1.0,1,20,0,0
15720,org.typelevel:cats-macros_2.13:2.1.1,1,24,0,0
15721,org.opensaml:opensaml-profile-api:4.0.1,1,48,116,0
15722,com.google.cloud.trace:v1:0.1.0,1,686,52,0
15723,org.moduliths:moduliths-events-jackson:1.1.0-M1,1,3012,17,0
15724,org.eclipse.microprofile.metrics:microprofile-metrics-api:2.3.2,1,73,273,0
15725,org.apache.maven.wagon:wagon-http:3.3.4,1,36,3,0
15726,org.springframework:spring-core:4.3.14.RELEASE,1,3267,5297,0
15727,io.quarkus:quarkus-extension-processor:1.11.4.Final,1,698,313,0
15728,com.github.nscala-time:nscala-time_2.11:2.22.0,1,328,2126,0
15729,de.adorsys.psd2.sandbox:oba-service-api:5.4,1,1113,345,0
15730,org.apache.curator:curator-recipes:2.11.1,1,450,1108,0
15731,com.sun.xml.bind:jaxb-core:2.2.7,1,546,1238,0
15732,org.geotools:gt-shapefile:21.1,1,0,0,0
15733,org.springframework:spring-context-support:4.3.13.RELEASE,1,312,938,0
15734,org.eclipse.che.multiuser:che-multiuser-machine-authentication:7.24.1,1,79,128,0
15735,org.springframework:spring-expression:4.3.23.RELEASE,1,881,1058,0
15736,uk.ac.cam.ch.wwmm.oscar:oscar4-chemnamedict:5.0.0,1,241,135,0
15737,io.netty:netty-buffer:4.0.27.Final,1,505,2006,0
15738,io.atomix:atomix-primary-backup:3.0.0-rc4,1,225,1044,0
15739,org.wso2.carbon.registry:org.wso2.carbon.registry.extensions:4.7.38,1,3219,874,0
15740,org.jboss.errai:errai-cdi-shared:4.11.0.Final,1,86,80,0
15741,com.netflix.servo:servo-core:0.7.2,1,921,1541,0
15742,org.codehaus.groovy:groovy-xml:2.5.4,1,538,1177,0
15743,io.github.m-m-m:mmm-scanner:0.2.0,1,163,223,0
15744,com.proofpoint.platform:node:2.38,1,24,55,0
15745,org.uberfire:uberfire-nio2-fs:7.46.0.Final,1,70,160,0
15746,org.codehaus.groovy:groovy-xml:2.5.7,1,721,1177,0
15747,org.jetbrains.kotlinx:multik-jvm:0.0.1,1,232,111,0
15748,com.truthbean.debbie:debbie-core:0.1.0-RELEASE,1,4300,3097,0
15749,org.rosuda.REngine:REngine:2.1.0,1,329,334,0
15750,com.aliyun:oss-client:3.0.2,1,7683,2192,0
15751,com.github.j5ik2o:akka-persistence-dynamodb-base_2.12:1.1.8,1,688,3261,0
15752,io.airlift:slice:0.39,1,331,570,0
15753,de.sciss:lucre-expr1_3.0.0-M3:4.4.1,1,0,0,0
15754,com.google.gwt:gwt-dev:2.5.1,1,0,0,0
15755,org.springframework.boot:spring-boot-starter-validation:2.3.1.RELEASE,1,15,0,0
15756,org.apiguardian:apiguardian-api:1.1.1,1,33,7,0
15757,org.into-cps.vdmcheck.fmi2:static-model:1.0.0,1,0,0,0
15758,com.twitter:finagle-init_2.13:20.10.0,1,30,1,0
15759,org.apiguardian:apiguardian-api:1.1.0,1,391,7,0
15760,com.github.tommyettinger:colorful:0.2.2,1,4118,185,0
15761,com.aoindustries:ao-encoding:4.0.0,1,380,793,0
15762,org.springframework:spring-tx:3.1.1.RELEASE,1,539,1054,0
15763,org.caseine:caseine.vpl.tools.commands:0.0.41,1,539,36,0
15764,org.springframework:spring-beans:5.2.10.RELEASE,1,2831,3233,0
15765,org.springframework.integration:spring-integration-core:5.3.2.RELEASE,1,0,0,0
15766,org.typelevel:cats-core_sjs0.6_2.13:2.1.1,1,12312,51612,0
15767,org.apache.lucene:lucene-core:2.2.0,1,1772,2815,0
15768,net.n2oapp.context:static-context:7.9.7,1,38,36,0
15769,org.apache.xbean:xbean-asm-util:4.18,1,42,79,0
15770,io.vertx:vertx-core:4.0.0.Beta2,1,4305,12328,0
15771,com.github.javaparser:javaparser-symbol-solver-model:3.13.6,1,16,27,0
15772,org.pegdown:pegdown:1.4.2,1,211,458,0
15773,com.github.japgolly.nyaya:nyaya-prop_2.12:0.10.0-RC1,1,579,2338,0
15774,org.jfxcore:javafx-graphics:15-ea+1,1,55,0,0
15775,io.quarkus:quarkus-bootstrap-runner:1.11.6.Final,1,262,126,0
15776,org.springframework.cloud:spring-cloud-config-client:3.0.3,1,373,301,0
15777,org.apache.geronimo.specs:geronimo-annotation_1.3_spec:1.3,1,51,39,0
15778,com.ieooc.nacos:nacos-config:1.4.1,1,2041,2096,0
15779,org.eclipse.jetty:jetty-util:9.4.33.v20201020,1,2029,2986,0
15780,com.propensive:magnolia_2.12:0.17.0,1,682,1346,0
15781,org.springframework.boot:spring-boot-starter:2.2.6.RELEASE,1,20,0,0
15782,org.uberfire:uberfire-client:7.51.0.Final,1,19,0,0
15783,com.softwaremill.sttp.client3:zio_0.26:3.0.0-RC5,1,0,0,0
15784,com.twitter:util-security_2.13:20.10.0,1,168,540,0
15785,xpp3:xpp3:1.1.4c,1,528,942,0
15786,org.springframework:spring-aop:4.3.10.RELEASE,1,834,1524,0
15787,io.grpc:grpc-stub:1.7.0,1,54,160,0
15788,com.amazonaws:aws-java-sdk-kms:1.11.538,1,901,2535,0
15789,org.mongodb:bson:3.9.1,1,1695,3275,0
15790,io.airlift:slice:0.10,1,154,497,0
15791,io.fabric8:kubernetes-api:2.2.83,1,282,336,0
15792,org.jboss.resteasy:resteasy-jackson2-provider:3.0.10.Final,1,35,18,0
15793,org.eclipse.dirigible:dirigible-core-scheduler:5.8.4,1,143,191,0
15794,com.typesafe.play:play-json_sjs1_2.13:2.9.1,1,2809,7135,0
15795,com.squareup.okhttp:okhttp-protocols:1.2.1,1,246,336,0
15796,com.vladsch.flexmark:flexmark-util-options:0.61.6,1,54,40,0
15797,io.quarkus.arc:arc:1.12.0.Final,1,283,952,0
15798,software.amazon.awssdk:profiles:2.10.36,1,96,204,0
15799,org.apache.karaf.decanter.appender:org.apache.karaf.decanter.appender.dropwizard:2.7.0,1,3028,5,0
15800,org.jeecgframework.nacos:nacos-config:1.4.1,1,2941,2096,0
15801,com.google.auth:google-auth-library-oauth2-http:0.24.0,1,231,791,0
15802,org.apache.shiro:shiro-crypto-core:1.4.2,1,27,16,0
15803,co.cask.cdap:cdap-authentication-client:1.2.0,1,51,38,0
15804,com.lihaoyi:sourcecode_2.11:0.1.6,1,217,525,0
15805,org.eclipse.che.core:che-core-commons-annotations:7.27.1,1,28,14,0
15806,io.netty:netty-resolver:4.1.16.Final,1,65,111,0
15807,com.aoindustries:ao-fluent-html-servlet:0.1.0,1,23,5,0
15808,org.infinispan:infinispan-core:10.1.8.Final,1,10075,36098,0
15809,org.kie.soup:kie-soup-commons:7.46.0.Final,1,74,53,0
15810,de.adorsys.psd2:aspsp-profile-server:8.3,1,3312,23,0
15811,commons-beanutils.wso2:commons-beanutils:1.8.0.wso2v1,1,0,0,0
15812,org.eclipse.rdf4j:rdf4j-sail-base:3.1.0,1,316,268,0
15813,org.semweb4j:rdf2go.api:5.0.1,1,303,1070,0
15814,org.springframework:spring-aop:5.1.2.RELEASE,1,658,1558,0
15815,org.springframework:spring-context:5.2.2.RELEASE,1,0,0,0
15816,net.bytebuddy:byte-buddy:1.8.3,1,8421,12883,0
15817,com.google.oauth-client:google-oauth-client:1.23.0,1,117,469,0
15818,com.twitter:util-security_2.12:20.12.0,1,155,534,0
15819,org.apache.curator:curator-client:2.13.0,1,10504,13161,0
15820,io.zipkin.java:zipkin:1.18.0,1,517,741,0
15821,io.netty:netty-transport:4.1.43.Final,1,640,3575,0
15822,org.eclipse.dirigible:dirigible-commons-api:5.8.4,1,470,186,0
15823,org.eclipse.emf:org.eclipse.emf.ecore.xmi:2.16.0,1,695,949,0
15824,de.mhus.lib:lib-core:7.3.0,1,14213,20761,0
15825,com.thoughtworks.dsl:dsl_sjs0.6_2.11:1.5.3+34-ee9dbd9a,1,175,379,0
15826,io.quarkus:quarkus-arc:1.10.5.Final,1,40,114,0
15827,com.typesafe.play:build-link:2.5.4,1,36,13,0
15828,org.apache.activemq:activemq-openwire-legacy:5.15.11,1,1120,3743,0
15829,org.apache.cxf:cxf-core:3.1.4,1,0,0,0
15830,io.nats:java-nats-streaming:2.2.3,1,453,2252,0
15831,com.google.http-client:google-http-client-jackson2:1.38.1,1,17,48,0
15832,com.google.http-client:google-http-client-jackson2:1.38.0,1,27,50,0
15833,javax.jms:javax.jms-api:2.0,1,68,499,0
15834,org.tpolecat:natchez-core_3.0.0-M1:0.0.14,1,0,0,0
15835,com.microsoft.azure:azure-storage:8.6.0,1,1994,4192,0
15836,org.wso2.carbon:org.wso2.carbon.utils:4.5.3,1,0,0,0
15837,org.apache.httpcomponents:fluent-hc:4.3.6,1,99,142,0
15838,de.sciss:scalacollider-if_3.0.0-M3:1.7.3,1,0,0,0
15839,org.jboss.logmanager:jboss-logmanager:2.1.17.Final,1,1681,2223,0
15840,org.jboss.logging:jboss-logging:3.1.0.GA,1,203,646,0
15841,org.wso2.orbit.wadl.core:wadl-core:1.1.6.wso2v1,1,0,0,0
15842,jakarta.inject:jakarta.inject-api:2.0.0-RC4,1,24,2,0
15843,org.netbeans.api:org-netbeans-api-debugger:RELEASE121,1,1137,722,0
15844,org.beanshell:bsh:2.0b4,1,1956,1660,0
15845,org.webjars.npm:data-uri-to-buffer:3.0.1,1,56,0,0
15846,org.arrahtec:profiler-core:6.1.7,1,8193,1691,0
15847,com.fasterxml.jackson.datatype:jackson-datatype-guava:2.9.9,1,159,280,0
15848,com.fasterxml.jackson.datatype:jackson-datatype-guava:2.9.8,1,180,280,0
15849,org.eclipse.scout.rt:org.eclipse.scout.rt.platform:11.0.3,1,2801,5061,0
15850,io.netty:netty-codec-http:4.1.32.Final,1,1031,3463,0
15851,org.apache.avro:avro:1.9.2,1,1032,2999,0
15852,org.sonatype.plexus:plexus-cipher:1.4,1,121,45,0
15853,org.apache.spark:spark-catalyst_2.11:2.4.7,1,18625,45088,0
15854,org.netbeans.api:org-openide-filesystems-nb:RELEASE123,1,92,111,0
15855,com.github.protobufel:regex-support-interfaces:0.6,1,56,10,0
15856,org.netbeans.api:org-openide-filesystems-nb:RELEASE122,1,59,111,0
15857,com.netflix.archaius:archaius-core:0.6.6,1,314,754,0
15858,org.netbeans.api:org-openide-filesystems-nb:RELEASE121,1,100,111,0
15859,app.tulz:tuplez_sjs1_2.13:0.2.0,1,981,3488,0
15860,org.sonatype.plexus:plexus-cipher:1.7,1,64,43,0
15861,org.netbeans.api:org-netbeans-api-debugger:RELEASE123,1,931,722,0
15862,org.netbeans.api:org-netbeans-api-debugger:RELEASE122,1,1338,722,0
15863,org.springframework:spring-aop:4.3.26.RELEASE,1,801,1525,0
15864,com.thesamet.scalapb:protoc-bridge_2.13:0.9.2,1,295,865,0
15865,com.google.inject.extensions:guice-throwingproviders:4.0,1,76,79,0
15866,org.apache.zeppelin:zeppelin-zengine:0.9.0,1,6659,2045,0
15867,org.springframework:spring-aspects:5.2.7.RELEASE,1,53,139,0
15868,org.apache.skywalking:skywalking-sharing-server-plugin:8.4.0,1,47,62,0
15869,de.sciss:log_2.12:0.1.1,1,35,48,0
15870,com.typesafe.akka:akka-protobuf-v3_2.13:2.6.4,1,4711,15441,0
15871,org.springframework:spring-core:5.2.13.RELEASE,1,3637,7963,0
15872,org.apache.camel:camel-browse:3.4.4,1,38,23,0
15873,tv.cntt:rhinocoffeescript:1.9.3,1,3715,1155,0
15874,org.apache.camel:camel-browse:3.4.5,1,29,23,0
15875,io.smallrye:smallrye-health:2.2.6,1,63,146,0
15876,org.mobicents.protocols.sctp:sctp-api:1.6.0.FINAL,1,31,102,0
15877,org.apache.geronimo.specs:geronimo-jcdi_2.0_spec:1.0,1,109,586,0
15878,org.apache.geronimo.specs:geronimo-jcdi_2.0_spec:1.1,1,342,586,0
15879,org.abego.treelayout:org.abego.treelayout.core:1.0.3,1,109,120,0
15880,me.shadaj:slinky-readwrite_sjs0.6_2.13:0.6.6+12-3b63ddf1,1,1079,1456,0
15881,org.fusesource.hawtjni:hawtjni-runtime:1.8,1,75,97,0
15882,org.eclipse.jetty:jetty-servlets:9.4.25.v20191220,1,257,292,0
15883,io.kotest:kotest-assertions-konform-metadata:4.3.1,1,2721,0,0
15884,org.scala-lang:scalap:2.12.12,1,983,6265,0
15885,io.netty:netty-transport:4.0.56.Final,1,1073,2881,0
15886,io.dropwizard.metrics:metrics-jmx:4.1.14,1,43,127,0
15887,org.apache.camel:camel-core-engine:3.7.0,1,230,837,0
15888,org.codehaus.groovy:groovy-cli-picocli:2.5.7,1,211,273,0
15889,org.apache.camel:camel-core-engine:3.7.1,1,289,837,0
15890,org.apache.rampart.wso2:rampart-core:1.6.1-wso2v42,1,0,0,0
15891,org.apache.rampart.wso2:rampart-core:1.6.1-wso2v41,1,0,0,0
15892,com.hubspot:SingularityExecutor:1.4.0,1,5449,701,0
15893,org.apache.camel:camel-core-engine:3.7.3,1,317,837,0
15894,org.langrid:jp.go.nict.langrid.servicecontainer:1.0.12,1,755,414,0
15895,com.github.yelong0216:yelong-security:1.1.0,1,125,96,0
15896,me.snowdrop:narayana-spring-boot-core:2.2.0,1,52,88,0
15897,com.amazonaws:aws-java-sdk-kms:1.11.497,1,824,2535,0
15898,io.helidon.common:helidon-common-http:2.1.0,1,305,543,0
15899,org.apache.camel.quarkus:camel-quarkus-aws-sqs:1.3.0,1,25,0,0
15900,org.geotools:gt-main:21.1,1,0,0,0
15901,com.eed3si9n:shaded-jawn-parser_2.12:0.9.1,1,313,621,0
15902,org.jboss.xnio:xnio-api:3.3.8.Final,1,1255,3237,0
15903,de.adorsys.psd2:xs2a-core:9.5,1,421,907,0
15904,org.apache.camel.quarkus:camel-quarkus-support-common:1.5.0,1,19,7,0
15905,io.quarkus:quarkus-security-runtime-spi:1.9.0.Final,1,19,2,0
15906,org.glassfish.jersey.containers:jersey-container-jetty-http:2.27,1,45,75,0
15907,org.webjars.npm:argparse:1.0.10,1,37,0,0
15908,com.google.code.findbugs:jsr305:2.0.0,1,38,30,0
15909,com.google.code.findbugs:jsr305:2.0.1,1,25,30,0
15910,com.google.code.findbugs:jsr305:2.0.2,1,39,30,0
15911,com.google.code.findbugs:jsr305:2.0.3,1,34,30,0
15912,org.springframework.boot:spring-boot-actuator:2.3.3.RELEASE,1,867,3266,0
15913,org.keycloak:keycloak-common:9.0.3,1,418,561,0
15914,com.twitter:util-slf4j-jul-bridge_2.13:21.1.0,1,30,60,0
15915,io.quarkus:quarkus-agroal:1.10.5.Final,1,116,153,0
15916,com.truthbean.debbie:debbie-kafka:0.1.0-RELEASE,1,3793,99,0
15917,io.netty:netty-transport-native-unix-common:4.1.48.Final,1,112,265,0
15918,io.smallrye.common:smallrye-common-io:1.5.0,1,22,9,0
15919,net.databinder:dispatch-nio_2.8.2:0.8.10,1,3859,172,0
15920,com.linecorp.centraldogma:centraldogma-common-shaded:0.19.0,1,5770,11251,0
15921,io.smallrye.common:smallrye-common-expression:1.5.0,1,97,96,0
15922,io.netty:netty-handler:4.1.59.Final,1,1476,2331,0
15923,network.oxalis.vefa:peppol-evidence:2.0.0.RC1,1,281,1534,0
15924,io.quarkus:quarkus-vertx-http-dev-console-runtime-spi:1.11.0.Final,1,28,31,0
15925,org.jboss.errai:errai-cdi-client:4.10.0.Final,1,86,60,0
15926,org.ow2.asm:asm:6.0_ALPHA,1,646,406,0
15927,io.zipkin.brave:brave-context-log4j2:5.6.1,1,21,11,0
15928,org.springframework:spring-jcl:5.2.8.RELEASE,1,66,155,0
15929,io.grpc:grpc-netty:1.7.0,1,134,960,0
15930,org.netbeans.api:org-netbeans-modules-editor-settings:RELEASE121,1,154,209,0
15931,org.netbeans.api:org-netbeans-modules-editor-settings:RELEASE122,1,115,209,0
15932,org.sonatype.sisu:sisu-guice:2.1.7,1,1982,3623,0
15933,org.netbeans.api:org-netbeans-modules-editor-settings:RELEASE123,1,132,209,0
15934,org.kie:lienzo-core:7.51.0.Final,1,3014,8955,0
15935,commons-collections:commons-collections:3.2,1,1968,4142,0
15936,org.eclipse.rdf4j:rdf4j-repository-manager:3.1.0,1,210,194,0
15937,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.store.configuration:5.16.56,1,0,0,0
